PurchaseOrderID,SupplierID,WarehouseID,OrderDate,ExpectedDeliveryDate,Status
101191,50,4,2025-05-02,2025-05-11,Shipped
101192,29,1,2025-04-15,2025-04-20,Delivered
101193,53,2,2025-06-21,2025-07-02,Delivered
101194,9,2,2025-04-23,2025-05-17,Delivered
101195,42,4,2025-03-05,2025-03-23,Delivered
101196,6,5,2025-04-08,2025-04-23,Delivered
101197,74,5,2025-05-18,2025-06-08,Delivered
101198,5,5,2025-01-28,2025-02-16,Delivered
101199,6,2,2025-05-13,2025-06-04,Delivered
101200,6,5,2025-04-10,2025-05-01,Delivered
101201,7,2,2025-03-16,2025-04-04,Delivered
101202,39,3,2025-04-29,2025-05-09,Delivered
101203,79,1,2025-06-26,2025-07-17,Delivered
101204,60,4,2025-01-24,2025-02-14,Shipped
101205,75,5,2025-02-04,2025-02-21,Delivered
101206,58,1,2025-02-15,2025-03-06,Delivered
101207,26,4,2025-01-24,2025-02-06,Delivered
101208,21,1,2025-01-24,2025-02-01,Delivered
101209,47,1,2025-05-15,2025-06-01,Delivered
101210,66,5,2025-02-10,2025-02-27,Delivered
101211,6,2,2025-03-27,2025-04-19,Delivered
101212,20,2,2025-02-07,2025-02-17,Delivered
101213,7,4,2025-03-20,2025-04-03,Delivered
101214,58,3,2025-06-10,2025-06-20,Shipped
101215,17,2,2025-01-01,2025-01-25,Delivered
101216,2,4,2025-05-08,2025-05-28,Delivered
101217,1,5,2025-05-07,2025-05-19,Shipped
101218,61,4,2025-04-15,2025-05-04,Pending
101219,77,1,2025-03-04,2025-03-26,Shipped
101220,72,2,2025-01-13,2025-01-23,Shipped
101221,45,1,2025-02-07,2025-02-13,Delivered
101222,78,3,2025-03-26,2025-04-02,Pending
101223,54,2,2025-02-11,2025-02-25,Delivered
101224,77,5,2025-05-24,2025-06-03,Cancelled
101225,75,3,2025-01-10,2025-01-17,Delivered
101226,42,3,2025-04-08,2025-04-15,Delivered
101227,71,1,2025-03-16,2025-04-05,Shipped
101228,36,3,2025-05-15,2025-06-02,Delivered
101229,27,5,2025-01-15,2025-01-23,Delivered
101230,68,1,2025-05-04,2025-05-28,Delivered
101231,37,4,2025-06-05,2025-06-20,Shipped
101232,74,5,2025-04-01,2025-04-10,Delivered
101233,64,5,2025-06-11,2025-07-01,Delivered
101234,24,5,2025-03-01,2025-03-15,Cancelled
101235,1,1,2025-01-07,2025-01-26,Delivered
101236,16,2,2025-06-07,2025-06-25,Delivered
101237,43,3,2025-05-24,2025-06-18,Shipped
101238,26,3,2025-03-07,2025-03-14,Delivered
101239,65,5,2025-03-24,2025-03-29,Shipped
101240,43,3,2025-04-12,2025-05-05,Delivered
101241,4,2,2025-02-19,2025-03-06,Delivered
101242,62,4,2025-01-10,2025-02-04,Shipped
101243,20,4,2025-05-18,2025-06-02,Delivered
101244,53,1,2025-05-14,2025-05-28,Delivered
101245,41,5,2025-05-18,2025-05-23,Shipped
101246,43,3,2025-01-17,2025-01-26,Shipped
101247,4,3,2025-04-07,2025-05-02,Delivered
101248,22,5,2025-06-05,2025-06-22,Shipped
101249,15,3,2025-06-30,2025-07-15,Delivered
101250,35,4,2025-01-23,2025-02-12,Delivered
101251,48,4,2025-03-19,2025-03-30,Delivered
101252,23,1,2025-04-06,2025-04-12,Delivered
101253,12,4,2025-05-10,2025-05-15,Delivered
101254,65,2,2025-02-18,2025-03-05,Delivered
101255,68,3,2025-03-25,2025-04-03,Delivered
101256,13,5,2025-06-23,2025-07-02,Shipped
101257,5,4,2025-04-10,2025-05-01,Shipped
101258,40,1,2025-06-25,2025-07-19,Delivered
101259,43,4,2025-01-12,2025-01-20,Delivered
101260,40,1,2025-05-28,2025-06-11,Delivered
101261,27,3,2025-02-21,2025-03-04,Shipped
101262,69,3,2025-04-23,2025-05-01,Shipped
101263,21,3,2025-01-30,2025-02-04,Cancelled
101264,72,5,2025-01-27,2025-02-07,Delivered
101265,71,3,2025-03-11,2025-03-20,Delivered
101266,37,5,2025-03-04,2025-03-14,Pending
101267,79,3,2025-05-19,2025-06-07,Pending
101268,4,4,2025-06-22,2025-06-28,Shipped
101269,7,1,2025-04-20,2025-05-07,Shipped
101270,77,5,2025-06-11,2025-06-30,Delivered
101271,40,3,2025-02-20,2025-03-14,Pending
101272,60,5,2025-02-03,2025-02-10,Delivered
101273,60,1,2025-04-27,2025-05-11,Delivered
101274,60,4,2025-03-01,2025-03-13,Shipped
101275,79,3,2025-04-04,2025-04-21,Shipped
101276,43,3,2025-04-27,2025-05-17,Pending
101277,61,1,2025-03-31,2025-04-20,Delivered
101278,22,3,2025-03-31,2025-04-24,Delivered
101279,66,1,2025-04-14,2025-04-22,Delivered
101280,10,3,2025-05-17,2025-06-05,Delivered
101281,53,2,2025-06-08,2025-06-20,Delivered
101282,62,4,2025-01-17,2025-02-01,Shipped
101283,76,4,2025-04-22,2025-05-15,Delivered
101284,70,2,2025-02-14,2025-02-21,Delivered
101285,74,4,2025-01-30,2025-02-22,Delivered
101286,42,5,2025-01-25,2025-02-13,Shipped
101287,52,1,2025-06-03,2025-06-11,Delivered
101288,77,4,2025-03-25,2025-04-14,Delivered
101289,8,1,2025-02-25,2025-03-06,Delivered
101290,1,2,2025-06-19,2025-06-28,Delivered
101291,38,4,2025-06-07,2025-06-30,Delivered
101292,27,3,2025-03-18,2025-04-10,Delivered
101293,39,4,2025-03-30,2025-04-06,Delivered
101294,79,5,2025-04-14,2025-04-23,Delivered
101295,8,3,2025-05-21,2025-05-27,Pending
101296,72,3,2025-01-29,2025-02-12,Delivered
101297,31,4,2025-06-29,2025-07-22,Delivered
101298,41,4,2025-04-14,2025-05-01,Delivered
101299,28,2,2025-05-02,2025-05-11,Shipped
101300,50,3,2025-04-17,2025-04-26,Shipped
101301,17,2,2025-01-03,2025-01-10,Delivered
101302,19,4,2025-06-18,2025-07-06,Cancelled
101303,18,1,2025-02-05,2025-03-02,Delivered
101304,59,5,2025-04-19,2025-05-13,Shipped
101305,66,4,2025-05-22,2025-06-10,Delivered
101306,29,2,2025-04-19,2025-05-13,Pending
101307,64,2,2025-05-09,2025-05-22,Delivered
101308,70,5,2025-04-04,2025-04-10,Cancelled
101309,73,4,2025-06-30,2025-07-16,Shipped
101310,62,1,2025-02-06,2025-02-27,Cancelled
101311,36,4,2025-05-13,2025-05-20,Delivered
101312,79,1,2025-03-04,2025-03-24,Delivered
101313,10,5,2025-05-29,2025-06-12,Delivered
101314,44,5,2025-01-03,2025-01-23,Delivered
101315,61,5,2025-03-26,2025-04-13,Delivered
101316,38,3,2025-02-12,2025-02-18,Delivered
101317,77,3,2025-05-25,2025-06-07,Pending
101318,61,5,2025-02-13,2025-03-08,Pending
101319,38,5,2025-01-07,2025-01-21,Delivered
101320,17,5,2025-01-20,2025-02-02,Shipped
101321,79,3,2025-03-12,2025-03-25,Pending
101322,15,5,2025-02-14,2025-03-09,Delivered
101323,58,3,2025-02-14,2025-02-27,Delivered
101324,31,4,2025-02-16,2025-03-09,Delivered
101325,44,1,2025-02-07,2025-03-03,Delivered
101326,20,4,2025-04-16,2025-05-03,Shipped
101327,57,2,2025-02-23,2025-03-18,Delivered
101328,45,1,2025-06-14,2025-06-27,Delivered
101329,15,1,2025-02-12,2025-03-03,Delivered
101330,39,4,2025-05-17,2025-05-29,Delivered
101331,50,4,2025-03-09,2025-03-18,Delivered
101332,56,1,2025-03-15,2025-04-03,Delivered
101333,41,5,2025-06-24,2025-06-30,Pending
101334,69,3,2025-04-21,2025-05-15,Delivered
101335,35,3,2025-03-11,2025-03-24,Delivered
101336,33,5,2025-04-11,2025-04-30,Delivered
101337,31,5,2025-02-19,2025-03-12,Delivered
101338,24,3,2025-05-21,2025-05-26,Delivered
101339,9,1,2025-04-16,2025-04-24,Delivered
101340,58,3,2025-02-26,2025-03-12,Shipped
101341,5,1,2025-06-08,2025-06-15,Pending
101342,77,2,2025-06-03,2025-06-28,Shipped
101343,16,1,2025-06-04,2025-06-13,Delivered
101344,73,2,2025-01-29,2025-02-08,Shipped
101345,60,1,2025-06-13,2025-07-02,Delivered
101346,36,4,2025-06-27,2025-07-12,Shipped
101347,10,3,2025-01-16,2025-02-02,Delivered
101348,8,3,2025-03-09,2025-03-19,Delivered
101349,63,2,2025-06-06,2025-06-23,Shipped
101350,63,1,2025-02-06,2025-02-28,Delivered
101351,28,5,2025-06-14,2025-06-22,Delivered
101352,34,1,2025-01-09,2025-01-16,Pending
101353,33,4,2025-01-05,2025-01-25,Shipped
101354,1,1,2025-06-20,2025-07-07,Shipped
101355,43,4,2025-05-28,2025-06-02,Delivered
101356,63,4,2025-04-22,2025-05-09,Delivered
101357,9,5,2025-02-27,2025-03-04,Delivered
101358,62,1,2025-05-26,2025-06-17,Delivered
101359,46,3,2025-06-24,2025-07-08,Delivered
101360,12,3,2025-05-17,2025-06-01,Pending
101361,59,3,2025-06-15,2025-06-26,Shipped
101362,6,4,2025-06-19,2025-06-30,Shipped
101363,50,1,2025-06-11,2025-06-27,Delivered
101364,57,2,2025-02-05,2025-02-11,Shipped
101365,76,2,2025-05-06,2025-05-23,Pending
101366,70,3,2025-05-08,2025-05-30,Cancelled
101367,58,1,2025-01-10,2025-01-25,Pending
101368,6,4,2025-01-31,2025-02-11,Delivered
101369,67,4,2025-06-23,2025-07-15,Shipped
101370,75,2,2025-01-19,2025-01-25,Delivered
101371,63,1,2025-05-01,2025-05-25,Pending
101372,17,1,2025-02-14,2025-03-11,Pending
101373,40,1,2025-04-27,2025-05-21,Shipped
101374,76,1,2025-01-28,2025-02-05,Delivered
101375,79,2,2025-01-17,2025-01-28,Delivered
101376,52,3,2025-01-31,2025-02-23,Delivered
101377,42,2,2025-01-12,2025-02-04,Shipped
101378,9,1,2025-03-12,2025-03-21,Delivered
101379,22,3,2025-05-22,2025-06-01,Delivered
101380,75,1,2025-02-04,2025-02-12,Delivered
101381,79,4,2025-02-10,2025-02-15,Delivered
101382,11,1,2025-01-02,2025-01-12,Delivered
101383,76,3,2025-04-17,2025-05-07,Delivered
101384,27,2,2025-06-13,2025-06-26,Delivered
101385,53,2,2025-02-14,2025-03-10,Delivered
101386,77,2,2025-05-08,2025-06-01,Cancelled
101387,39,3,2025-04-18,2025-04-23,Delivered
101388,25,1,2025-05-16,2025-05-24,Delivered
101389,70,5,2025-02-26,2025-03-17,Delivered
101390,27,3,2025-01-14,2025-01-25,Shipped
101391,20,4,2025-05-08,2025-05-18,Shipped
101392,6,1,2025-06-15,2025-07-01,Shipped
101393,56,3,2025-03-27,2025-04-20,Delivered
101394,59,1,2025-01-27,2025-02-02,Delivered
101395,23,2,2025-01-08,2025-01-28,Delivered
101396,10,2,2025-04-24,2025-05-17,Delivered
101397,54,2,2025-06-23,2025-07-08,Shipped
101398,15,3,2025-02-28,2025-03-08,Shipped
101399,53,2,2025-04-07,2025-04-19,Pending
101400,75,4,2025-01-14,2025-02-01,Shipped
101401,79,4,2025-02-15,2025-03-04,Delivered
101402,59,2,2025-06-11,2025-06-27,Cancelled
101403,26,3,2025-02-02,2025-02-08,Delivered
101404,8,3,2025-02-04,2025-02-12,Delivered
101405,59,4,2025-02-13,2025-02-28,Shipped
101406,38,5,2025-02-10,2025-03-07,Cancelled
101407,22,5,2025-05-22,2025-06-03,Pending
101408,67,4,2025-02-25,2025-03-20,Delivered
101409,60,3,2025-01-04,2025-01-22,Delivered
101410,32,2,2025-03-25,2025-04-12,Delivered
101411,76,2,2025-05-27,2025-06-01,Delivered
101412,6,1,2025-05-01,2025-05-22,Pending
101413,68,4,2025-05-03,2025-05-11,Delivered
101414,31,1,2025-05-23,2025-05-28,Delivered
101415,53,2,2025-02-03,2025-02-19,Shipped
101416,12,1,2025-05-03,2025-05-17,Shipped
101417,59,5,2025-05-30,2025-06-04,Cancelled
101418,60,2,2025-06-30,2025-07-17,Shipped
101419,48,4,2025-06-30,2025-07-25,Pending
101420,10,4,2025-06-26,2025-07-11,Delivered
101421,38,4,2025-03-11,2025-04-04,Delivered
101422,27,1,2025-06-08,2025-06-23,Delivered
101423,8,5,2025-06-22,2025-07-08,Delivered
101424,15,4,2025-04-04,2025-04-23,Delivered
101425,47,3,2025-02-14,2025-03-11,Delivered
101426,9,5,2025-02-22,2025-03-03,Cancelled
101427,31,5,2025-01-30,2025-02-24,Delivered
101428,75,2,2025-02-27,2025-03-14,Delivered
101429,35,5,2025-06-24,2025-07-12,Shipped
101430,9,3,2025-03-30,2025-04-18,Delivered
101431,68,1,2025-05-01,2025-05-23,Delivered
101432,69,3,2025-04-26,2025-05-20,Delivered
101433,9,2,2025-04-28,2025-05-05,Pending
101434,23,3,2025-01-20,2025-01-28,Shipped
101435,15,2,2025-05-08,2025-05-17,Delivered
101436,67,1,2025-03-17,2025-04-04,Cancelled
101437,70,2,2025-05-02,2025-05-18,Delivered
101438,3,3,2025-02-18,2025-02-25,Pending
101439,30,5,2025-06-15,2025-06-30,Delivered
101440,44,3,2025-05-05,2025-05-28,Delivered
101441,68,5,2025-04-24,2025-05-13,Delivered
101442,17,3,2025-02-13,2025-02-26,Shipped
101443,48,3,2025-01-13,2025-01-22,Delivered
101444,59,2,2025-06-08,2025-06-18,Delivered
101445,37,2,2025-02-14,2025-02-23,Shipped
101446,15,1,2025-03-23,2025-04-15,Shipped
101447,34,3,2025-02-17,2025-02-28,Delivered
101448,5,3,2025-03-30,2025-04-08,Delivered
101449,70,2,2025-05-17,2025-05-31,Shipped
101450,4,4,2025-05-08,2025-05-17,Delivered
101451,41,2,2025-01-02,2025-01-24,Cancelled
101452,43,3,2025-05-02,2025-05-16,Cancelled
101453,74,2,2025-05-25,2025-06-13,Delivered
101454,15,4,2025-01-11,2025-01-20,Delivered
101455,15,3,2025-01-07,2025-01-24,Delivered
101456,29,4,2025-04-02,2025-04-09,Delivered
101457,78,2,2025-05-30,2025-06-20,Shipped
101458,36,2,2025-01-06,2025-01-13,Delivered
101459,58,1,2025-05-12,2025-05-29,Shipped
101460,41,5,2025-06-04,2025-06-25,Delivered
101461,47,4,2025-02-07,2025-02-25,Delivered
101462,48,1,2025-03-14,2025-03-30,Delivered
101463,58,5,2025-01-23,2025-02-03,Delivered
101464,57,4,2025-04-24,2025-05-08,Shipped
101465,55,4,2025-02-05,2025-02-28,Delivered
101466,19,2,2025-03-19,2025-04-08,Cancelled
101467,68,3,2025-01-17,2025-02-09,Delivered
101468,12,1,2025-04-15,2025-05-10,Delivered
101469,54,2,2025-05-23,2025-06-11,Delivered
101470,18,2,2025-02-17,2025-03-06,Shipped
101471,63,1,2025-03-19,2025-04-11,Delivered
101472,72,4,2025-02-27,2025-03-04,Delivered
101473,20,3,2025-03-18,2025-04-12,Delivered
101474,61,1,2025-06-17,2025-07-01,Delivered
101475,63,2,2025-01-08,2025-01-16,Delivered
101476,64,1,2025-06-03,2025-06-19,Delivered
101477,73,4,2025-03-08,2025-04-02,Delivered
101478,16,3,2025-05-12,2025-06-04,Pending
101479,34,2,2025-05-29,2025-06-04,Shipped
101480,60,2,2025-04-02,2025-04-12,Pending
101481,47,4,2025-06-12,2025-06-28,Pending
101482,38,5,2025-06-13,2025-06-20,Delivered
101483,24,1,2025-06-03,2025-06-13,Delivered
101484,41,3,2025-03-11,2025-03-27,Pending
101485,75,3,2025-02-06,2025-02-11,Shipped
101486,37,3,2025-05-05,2025-05-23,Delivered
101487,21,1,2025-02-25,2025-03-06,Delivered
101488,25,5,2025-06-07,2025-06-28,Delivered
101489,71,1,2025-04-17,2025-05-06,Delivered
101490,15,2,2025-01-05,2025-01-25,Delivered
101491,47,2,2025-04-24,2025-05-18,Delivered
101492,44,2,2025-03-19,2025-03-24,Delivered
101493,16,2,2025-02-02,2025-02-11,Delivered
101494,40,2,2025-02-23,2025-03-04,Cancelled
101495,55,1,2025-01-20,2025-01-25,Delivered
101496,56,1,2025-02-20,2025-02-28,Pending
101497,66,5,2025-01-16,2025-02-05,Shipped
101498,33,1,2025-01-17,2025-01-31,Delivered
101499,13,1,2025-06-04,2025-06-15,Delivered
101500,26,2,2025-06-21,2025-07-07,Pending
101501,19,3,2025-05-29,2025-06-14,Delivered
101502,65,5,2025-03-03,2025-03-24,Delivered
101503,13,5,2025-01-04,2025-01-25,Shipped
101504,25,3,2025-02-13,2025-03-07,Pending
101505,13,2,2025-05-10,2025-05-30,Delivered
101506,76,2,2025-04-23,2025-05-01,Shipped
101507,46,4,2025-04-19,2025-04-30,Delivered
101508,53,1,2025-03-22,2025-03-30,Delivered
101509,67,2,2025-05-07,2025-05-23,Delivered
101510,72,1,2025-01-22,2025-02-06,Delivered
101511,50,3,2025-04-27,2025-05-21,Delivered
101512,57,2,2025-05-22,2025-06-09,Shipped
101513,55,2,2025-01-18,2025-02-07,Delivered
101514,48,2,2025-01-04,2025-01-24,Delivered
101515,51,4,2025-05-14,2025-05-21,Shipped
101516,51,4,2025-06-27,2025-07-20,Cancelled
101517,22,1,2025-04-04,2025-04-15,Delivered
101518,77,4,2025-02-01,2025-02-13,Delivered
101519,64,3,2025-05-29,2025-06-21,Shipped
101520,52,3,2025-05-02,2025-05-26,Cancelled
101521,63,5,2025-03-13,2025-03-22,Delivered
101522,14,1,2025-03-06,2025-03-26,Delivered
101523,18,1,2025-01-26,2025-02-01,Delivered
101524,64,1,2025-02-15,2025-03-04,Delivered
101525,42,2,2025-03-19,2025-04-12,Delivered
101526,10,5,2025-05-07,2025-05-26,Shipped
101527,64,4,2025-05-10,2025-05-23,Delivered
101528,70,5,2025-01-05,2025-01-11,Cancelled
101529,16,4,2025-04-26,2025-05-11,Delivered
101530,57,4,2025-01-10,2025-01-16,Shipped
101531,39,2,2025-05-06,2025-05-24,Shipped
101532,50,4,2025-01-29,2025-02-21,Delivered
101533,71,5,2025-05-27,2025-06-16,Delivered
101534,21,5,2025-01-15,2025-02-01,Shipped
101535,76,4,2025-06-07,2025-06-23,Delivered
101536,37,3,2025-01-16,2025-01-21,Delivered
101537,17,3,2025-03-31,2025-04-23,Pending
101538,44,4,2025-01-25,2025-02-12,Delivered
101539,46,4,2025-03-31,2025-04-06,Delivered
101540,32,2,2025-06-15,2025-06-29,Delivered
101541,9,3,2025-01-30,2025-02-14,Shipped
101542,69,3,2025-01-10,2025-01-29,Delivered
101543,55,5,2025-05-12,2025-05-30,Shipped
101544,61,5,2025-01-06,2025-01-21,Delivered
101545,50,3,2025-05-27,2025-06-04,Delivered
101546,13,2,2025-03-28,2025-04-17,Delivered
101547,44,2,2025-06-07,2025-06-21,Delivered
101548,56,2,2025-05-08,2025-06-02,Delivered
101549,10,5,2025-02-24,2025-03-10,Shipped
101550,39,5,2025-04-13,2025-04-25,Delivered
101551,12,5,2025-01-25,2025-02-17,Delivered
101552,9,5,2025-05-16,2025-06-05,Delivered
101553,45,1,2025-06-16,2025-06-30,Delivered
101554,39,4,2025-06-19,2025-07-11,Delivered
101555,54,4,2025-03-06,2025-03-30,Delivered
101556,71,2,2025-01-05,2025-01-30,Delivered
101557,24,5,2025-05-08,2025-05-19,Delivered
101558,60,3,2025-06-13,2025-07-05,Delivered
101559,56,5,2025-06-10,2025-06-16,Delivered
101560,47,4,2025-02-07,2025-02-19,Shipped
101561,39,4,2025-04-16,2025-05-01,Delivered
101562,9,2,2025-04-16,2025-04-29,Delivered
101563,21,3,2025-06-25,2025-07-19,Shipped
101564,31,1,2025-02-08,2025-02-19,Pending
101565,40,4,2025-05-05,2025-05-27,Cancelled
101566,55,1,2025-02-21,2025-03-03,Shipped
101567,4,3,2025-03-13,2025-04-04,Shipped
101568,6,4,2025-01-06,2025-01-12,Delivered
101569,11,3,2025-06-04,2025-06-18,Delivered
101570,53,3,2025-06-21,2025-06-28,Delivered
101571,18,2,2025-01-29,2025-02-21,Delivered
101572,16,5,2025-06-20,2025-07-13,Delivered
101573,68,3,2025-05-08,2025-05-15,Shipped
101574,16,3,2025-03-26,2025-04-18,Delivered
101575,31,4,2025-02-25,2025-03-06,Shipped
101576,28,3,2025-04-23,2025-05-11,Shipped
101577,76,1,2025-05-06,2025-05-28,Delivered
101578,15,3,2025-05-20,2025-06-07,Delivered
101579,32,3,2025-02-07,2025-02-23,Delivered
101580,48,3,2025-01-06,2025-01-31,Cancelled
101581,78,1,2025-06-19,2025-06-25,Delivered
101582,31,3,2025-05-22,2025-06-08,Delivered
101583,47,1,2025-05-17,2025-05-29,Delivered
101584,50,1,2025-04-11,2025-04-24,Delivered
101585,31,3,2025-02-23,2025-03-05,Delivered
101586,41,4,2025-01-09,2025-01-22,Delivered
101587,63,4,2025-04-16,2025-05-01,Delivered
101588,13,2,2025-06-28,2025-07-11,Delivered
101589,46,4,2025-06-04,2025-06-26,Delivered
101590,59,1,2025-01-14,2025-02-08,Delivered
101591,57,2,2025-01-01,2025-01-18,Shipped
101592,40,3,2025-05-28,2025-06-04,Shipped
101593,32,5,2025-06-16,2025-06-25,Delivered
101594,53,3,2025-04-26,2025-05-16,Delivered
101595,18,3,2025-02-14,2025-03-09,Delivered
101596,37,2,2025-01-22,2025-02-09,Delivered
101597,51,4,2025-05-27,2025-06-08,Pending
101598,3,5,2025-06-15,2025-07-09,Delivered
101599,12,4,2025-02-20,2025-03-05,Delivered
101600,22,1,2025-04-13,2025-05-07,Delivered
101601,34,2,2025-01-23,2025-02-08,Shipped
101602,73,1,2025-01-04,2025-01-25,Delivered
101603,59,4,2025-01-31,2025-02-12,Delivered
101604,25,3,2025-03-15,2025-04-04,Delivered
101605,56,2,2025-06-03,2025-06-14,Cancelled
101606,37,2,2025-04-18,2025-04-28,Delivered
101607,19,1,2025-03-16,2025-03-29,Shipped
101608,58,2,2025-04-05,2025-04-28,Delivered
101609,59,1,2025-01-03,2025-01-23,Shipped
101610,42,4,2025-06-25,2025-07-06,Delivered
101611,55,5,2025-03-07,2025-03-14,Pending
101612,8,1,2025-03-27,2025-04-08,Delivered
101613,46,5,2025-06-21,2025-07-15,Delivered
101614,6,1,2025-03-06,2025-03-27,Delivered
101615,39,4,2025-06-21,2025-07-07,Shipped
101616,72,1,2025-05-29,2025-06-08,Shipped
101617,65,4,2025-03-28,2025-04-16,Shipped
101618,41,5,2025-04-21,2025-04-30,Shipped
101619,41,1,2025-02-02,2025-02-22,Delivered
101620,36,3,2025-04-21,2025-05-05,Delivered
101621,34,5,2025-03-09,2025-03-30,Delivered
101622,22,3,2025-05-06,2025-05-15,Delivered
101623,57,1,2025-02-18,2025-02-27,Pending
101624,24,1,2025-05-01,2025-05-14,Shipped
101625,60,4,2025-01-30,2025-02-19,Pending
101626,46,5,2025-05-05,2025-05-24,Delivered
101627,19,1,2025-03-31,2025-04-07,Shipped
101628,37,2,2025-02-13,2025-03-06,Delivered
101629,73,5,2025-02-24,2025-03-19,Cancelled
101630,1,5,2025-05-27,2025-06-06,Delivered
101631,10,2,2025-05-08,2025-05-16,Delivered
101632,4,3,2025-06-24,2025-07-02,Delivered
101633,76,1,2025-03-24,2025-04-02,Pending
101634,59,4,2025-04-27,2025-05-22,Cancelled
101635,77,1,2025-03-26,2025-04-01,Delivered
101636,58,3,2025-05-26,2025-06-04,Shipped
101637,7,3,2025-03-24,2025-03-30,Delivered
101638,71,5,2025-04-08,2025-04-15,Delivered
101639,23,2,2025-04-13,2025-04-20,Pending
101640,27,2,2025-04-10,2025-04-27,Shipped
101641,20,1,2025-03-18,2025-04-07,Delivered
101642,40,5,2025-02-03,2025-02-19,Delivered
101643,48,5,2025-02-21,2025-03-13,Delivered
101644,50,4,2025-03-10,2025-04-02,Delivered
101645,12,4,2025-04-05,2025-04-29,Shipped
101646,55,1,2025-01-11,2025-02-01,Delivered
101647,60,2,2025-06-15,2025-06-24,Delivered
101648,68,5,2025-01-22,2025-02-05,Delivered
101649,11,4,2025-03-18,2025-03-27,Cancelled
101650,39,2,2025-05-14,2025-06-01,Shipped
101651,7,5,2025-01-20,2025-01-26,Delivered
101652,66,4,2025-04-16,2025-04-24,Delivered
101653,73,3,2025-04-01,2025-04-14,Delivered
101654,65,1,2025-01-30,2025-02-18,Shipped
101655,24,4,2025-01-12,2025-01-19,Delivered
101656,39,3,2025-05-31,2025-06-19,Delivered
101657,58,5,2025-03-09,2025-03-24,Cancelled
101658,24,2,2025-02-17,2025-02-24,Delivered
101659,78,3,2025-06-22,2025-06-30,Delivered
101660,3,1,2025-04-12,2025-04-20,Pending
101661,62,4,2025-06-27,2025-07-14,Delivered
101662,78,4,2025-03-19,2025-04-12,Delivered
101663,79,3,2025-06-26,2025-07-13,Delivered
101664,12,2,2025-02-04,2025-02-09,Shipped
101665,3,2,2025-01-07,2025-01-18,Delivered
101666,19,2,2025-04-22,2025-05-17,Delivered
101667,69,2,2025-01-23,2025-02-06,Delivered
101668,19,4,2025-04-19,2025-04-24,Shipped
101669,20,4,2025-05-05,2025-05-25,Pending
101670,58,5,2025-03-04,2025-03-15,Shipped
101671,51,1,2025-03-27,2025-04-01,Shipped
101672,56,4,2025-05-07,2025-05-30,Delivered
101673,71,3,2025-01-10,2025-01-30,Delivered
101674,66,5,2025-06-06,2025-06-26,Shipped
101675,8,5,2025-01-05,2025-01-23,Delivered
101676,71,1,2025-03-10,2025-04-04,Delivered
101677,61,1,2025-05-07,2025-05-31,Delivered
101678,45,4,2025-06-28,2025-07-16,Pending
101679,37,2,2025-05-01,2025-05-17,Delivered
101680,65,2,2025-05-31,2025-06-15,Delivered
101681,60,2,2025-03-17,2025-04-03,Cancelled
101682,47,4,2025-02-11,2025-03-07,Shipped
101683,12,4,2025-02-03,2025-02-13,Shipped
101684,78,4,2025-01-26,2025-02-13,Delivered
101685,64,3,2025-03-02,2025-03-13,Delivered
101686,3,3,2025-03-08,2025-03-24,Delivered
101687,23,5,2025-01-09,2025-01-16,Delivered
101688,15,5,2025-02-28,2025-03-08,Delivered
101689,63,3,2025-03-29,2025-04-14,Delivered
101690,72,3,2025-02-08,2025-03-01,Delivered
101691,14,1,2025-04-23,2025-05-12,Cancelled
101692,15,1,2025-06-06,2025-06-30,Delivered
101693,14,5,2025-01-11,2025-02-01,Shipped
101694,16,2,2025-04-03,2025-04-13,Delivered
101695,57,5,2025-05-08,2025-05-16,Shipped
101696,47,3,2025-02-05,2025-02-13,Delivered
101697,57,4,2025-01-02,2025-01-14,Delivered
101698,61,3,2025-03-15,2025-04-05,Shipped
101699,35,3,2025-04-17,2025-05-03,Delivered
101700,32,2,2025-05-16,2025-06-03,Delivered
101701,18,4,2025-04-16,2025-05-04,Delivered
101702,67,3,2025-01-08,2025-01-27,Shipped
101703,2,5,2025-01-18,2025-01-25,Delivered
101704,52,2,2025-04-22,2025-04-28,Delivered
101705,5,2,2025-05-28,2025-06-03,Cancelled
101706,67,3,2025-04-18,2025-05-05,Delivered
101707,71,3,2025-03-22,2025-04-07,Pending
101708,36,5,2025-06-06,2025-06-15,Delivered
101709,58,2,2025-05-20,2025-06-13,Delivered
101710,57,3,2025-06-16,2025-07-03,Delivered
101711,39,1,2025-01-10,2025-02-01,Delivered
101712,17,5,2025-05-19,2025-06-02,Shipped
101713,66,5,2025-03-21,2025-04-11,Delivered
101714,21,1,2025-01-08,2025-01-30,Delivered
101715,31,3,2025-04-19,2025-05-10,Shipped
101716,8,3,2025-03-08,2025-04-02,Delivered
101717,16,1,2025-06-16,2025-06-24,Delivered
101718,74,1,2025-04-27,2025-05-12,Cancelled
101719,75,5,2025-06-10,2025-07-02,Delivered
101720,30,3,2025-03-18,2025-04-01,Delivered
101721,74,2,2025-04-07,2025-04-28,Delivered
101722,14,3,2025-05-13,2025-06-05,Shipped
101723,47,4,2025-01-26,2025-02-04,Delivered
101724,53,1,2025-01-24,2025-01-30,Delivered
101725,17,4,2025-02-24,2025-03-15,Pending
101726,68,4,2025-05-31,2025-06-22,Delivered
101727,51,3,2025-05-30,2025-06-19,Delivered
