TransactionID,WarehouseID,ProductID,TransactionType,Quantity,TransactionDate
12530,5,53,OUT,95,2025-02-23
12531,2,50,OUT,33,2025-05-08
12532,3,14,OUT,34,2025-01-17
12533,2,87,OUT,87,2025-03-08
12534,2,73,OUT,37,2025-05-12
12535,2,41,OUT,99,2025-04-10
12536,1,1,IN,9,2025-05-22
12537,2,1,RETURN,63,2025-01-28
12538,4,81,IN,71,2025-02-01
12539,5,28,OUT,75,2025-06-11
12540,2,62,IN,13,2025-05-10
12541,5,74,OUT,72,2025-01-28
12542,5,69,OUT,78,2025-02-02
12543,1,53,OUT,13,2025-05-15
12544,1,60,OUT,59,2025-04-18
12545,1,14,OUT,67,2025-04-21
12546,4,88,OUT,96,2025-02-02
12547,2,53,IN,77,2025-01-23
12548,3,17,OUT,79,2025-02-27
12549,2,66,IN,52,2025-04-22
12550,3,96,IN,63,2025-02-21
12551,1,27,IN,79,2025-04-28
12552,3,73,IN,31,2025-03-25
12553,2,92,ADJUSTMENT,96,2025-05-06
12554,4,24,OUT,45,2025-03-29
12555,5,32,ADJUSTMENT,55,2025-06-18
12556,3,9,IN,67,2025-02-02
12557,3,56,OUT,55,2025-06-10
12558,3,15,OUT,77,2025-01-29
12559,4,22,OUT,99,2025-03-26
12560,3,69,OUT,53,2025-02-14
12561,5,12,RETURN,25,2025-03-15
12562,1,30,OUT,4,2025-02-18
12563,2,37,OUT,92,2025-05-02
12564,3,76,OUT,82,2025-05-10
12565,4,42,OUT,83,2025-03-17
12566,4,90,OUT,91,2025-03-06
12567,5,19,IN,63,2025-02-25
12568,5,72,OUT,14,2025-02-02
12569,3,42,OUT,63,2025-05-01
12570,3,6,RETURN,45,2025-01-15
12571,2,99,IN,9,2025-02-23
12572,3,98,OUT,48,2025-01-14
12573,5,91,OUT,42,2025-06-27
12574,4,80,OUT,55,2025-06-26
12575,2,70,OUT,35,2025-03-17
12576,4,63,IN,40,2025-01-23
12577,2,44,OUT,83,2025-05-13
12578,2,34,RETURN,12,2025-01-07
12579,4,48,OUT,18,2025-06-06
12580,5,58,OUT,49,2025-04-04
12581,4,98,IN,92,2025-01-11
12582,4,64,OUT,31,2025-06-05
12583,2,28,ADJUSTMENT,57,2025-06-24
12584,4,59,OUT,13,2025-01-09
12585,5,33,IN,61,2025-02-01
12586,1,67,IN,91,2025-01-15
12587,1,28,OUT,36,2025-01-10
12588,5,95,IN,95,2025-05-11
12589,2,62,OUT,15,2025-05-05
12590,2,88,OUT,18,2025-01-14
12591,2,11,OUT,56,2025-04-12
12592,4,37,RETURN,90,2025-04-03
12593,1,65,RETURN,61,2025-05-11
12594,5,64,OUT,83,2025-06-09
12595,4,68,OUT,39,2025-03-31
12596,5,81,OUT,63,2025-06-08
12597,3,60,OUT,62,2025-01-22
12598,1,38,RETURN,12,2025-04-28
12599,5,38,OUT,83,2025-06-06
12600,1,49,OUT,23,2025-02-27
12601,5,46,IN,69,2025-06-16
12602,2,18,OUT,86,2025-05-13
12603,4,51,OUT,55,2025-05-19
12604,5,74,OUT,19,2025-01-05
12605,1,30,IN,50,2025-03-26
12606,1,83,IN,7,2025-03-23
12607,2,34,IN,35,2025-02-13
12608,1,94,OUT,53,2025-04-06
12609,1,29,IN,23,2025-05-25
12610,3,77,OUT,56,2025-01-14
12611,2,92,ADJUSTMENT,97,2025-05-26
12612,4,89,IN,4,2025-05-19
12613,3,81,OUT,22,2025-06-01
12614,4,7,OUT,41,2025-02-22
12615,5,55,OUT,51,2025-01-18
12616,2,89,OUT,58,2025-04-16
12617,4,49,IN,82,2025-02-20
12618,3,39,OUT,52,2025-01-18
12619,3,93,IN,16,2025-03-30
12620,2,86,RETURN,81,2025-02-18
12621,3,72,OUT,83,2025-05-28
12622,5,92,RETURN,32,2025-01-17
12623,2,7,IN,99,2025-03-26
12624,5,6,OUT,100,2025-01-08
12625,2,36,IN,87,2025-04-26
12626,1,28,OUT,33,2025-02-16
12627,2,63,OUT,28,2025-01-20
12628,2,39,OUT,20,2025-03-21
12629,1,38,RETURN,57,2025-02-01
12630,5,74,RETURN,51,2025-02-11
12631,1,98,OUT,61,2025-06-05
12632,3,94,IN,83,2025-06-06
12633,2,13,IN,14,2025-05-07
12634,2,64,RETURN,70,2025-02-04
12635,1,91,OUT,12,2025-05-03
12636,3,3,OUT,63,2025-06-25
12637,5,54,IN,29,2025-02-06
12638,3,88,IN,94,2025-03-12
12639,5,50,OUT,80,2025-04-18
12640,3,12,OUT,51,2025-02-13
12641,4,12,OUT,62,2025-01-14
12642,4,41,RETURN,69,2025-06-26
12643,4,100,OUT,21,2025-02-24
12644,4,66,OUT,97,2025-04-25
12645,4,13,OUT,60,2025-02-01
12646,2,9,OUT,74,2025-02-19
12647,5,12,OUT,93,2025-05-03
12648,1,86,RETURN,63,2025-06-13
12649,1,1,IN,83,2025-04-23
12650,5,55,OUT,95,2025-03-12
12651,3,44,IN,65,2025-03-16
12652,2,1,OUT,2,2025-02-26
12653,5,70,OUT,82,2025-01-11
12654,4,37,OUT,44,2025-05-25
12655,3,95,OUT,85,2025-05-19
12656,4,70,OUT,39,2025-06-03
12657,5,63,OUT,78,2025-02-19
12658,2,1,IN,75,2025-02-06
12659,2,49,OUT,52,2025-05-09
12660,4,4,OUT,27,2025-05-01
12661,3,48,ADJUSTMENT,95,2025-05-06
12662,5,48,OUT,37,2025-03-25
12663,4,91,OUT,50,2025-03-25
12664,2,1,OUT,34,2025-04-18
12665,3,27,IN,65,2025-01-29
12666,2,17,IN,45,2025-04-28
12667,3,3,OUT,18,2025-02-11
12668,4,51,OUT,31,2025-06-27
12669,3,94,OUT,74,2025-03-13
12670,3,48,ADJUSTMENT,83,2025-06-14
12671,4,30,IN,99,2025-05-26
12672,2,85,ADJUSTMENT,55,2025-02-15
12673,2,85,OUT,57,2025-04-20
12674,1,26,ADJUSTMENT,20,2025-06-24
12675,5,8,OUT,9,2025-01-16
12676,1,19,OUT,68,2025-05-16
12677,4,35,IN,59,2025-06-17
12678,5,31,OUT,50,2025-06-06
12679,4,78,IN,97,2025-06-13
12680,2,97,OUT,99,2025-02-21
12681,2,65,IN,26,2025-05-15
12682,4,55,OUT,27,2025-05-22
12683,4,67,OUT,68,2025-02-08
12684,3,66,IN,58,2025-02-23
12685,5,93,OUT,69,2025-01-27
12686,4,45,IN,19,2025-03-05
12687,3,5,OUT,82,2025-06-04
12688,5,31,OUT,63,2025-03-01
12689,3,18,IN,78,2025-05-14
12690,1,49,RETURN,33,2025-06-02
12691,4,4,OUT,27,2025-03-16
12692,2,77,RETURN,100,2025-06-07
12693,3,8,OUT,60,2025-02-09
12694,2,53,OUT,56,2025-02-17
12695,5,12,RETURN,58,2025-04-14
12696,4,59,OUT,57,2025-05-18
12697,4,57,OUT,30,2025-06-29
12698,5,62,IN,9,2025-06-05
12699,1,46,OUT,57,2025-03-09
12700,4,65,RETURN,74,2025-05-26
12701,2,28,IN,28,2025-06-27
12702,4,36,IN,55,2025-02-10
12703,3,18,OUT,8,2025-03-02
12704,2,20,OUT,72,2025-06-27
12705,4,64,IN,45,2025-01-28
12706,5,69,OUT,78,2025-01-29
12707,5,69,OUT,97,2025-04-11
12708,1,28,IN,39,2025-01-06
12709,4,31,RETURN,61,2025-02-16
12710,3,60,OUT,27,2025-06-03
12711,5,45,OUT,19,2025-04-12
12712,5,42,IN,60,2025-02-05
12713,5,87,OUT,30,2025-05-11
12714,3,68,OUT,2,2025-01-07
12715,5,80,OUT,66,2025-04-20
12716,4,88,RETURN,73,2025-02-11
12717,3,83,OUT,41,2025-06-26
12718,1,42,IN,35,2025-06-07
12719,1,40,OUT,60,2025-02-27
12720,3,93,OUT,48,2025-03-11
12721,2,37,ADJUSTMENT,42,2025-03-02
12722,4,38,OUT,51,2025-01-26
12723,1,63,OUT,74,2025-06-04
12724,4,59,IN,21,2025-02-06
12725,4,40,RETURN,49,2025-06-22
12726,1,97,ADJUSTMENT,31,2025-03-02
12727,1,2,IN,2,2025-02-04
12728,4,100,OUT,8,2025-05-02
12729,4,79,OUT,89,2025-04-22
12730,5,32,RETURN,89,2025-01-10
12731,3,14,OUT,31,2025-05-22
12732,4,84,OUT,2,2025-01-30
12733,4,67,RETURN,10,2025-02-09
12734,1,64,OUT,1,2025-01-14
12735,1,52,OUT,99,2025-06-08
12736,1,45,OUT,45,2025-05-26
12737,2,75,RETURN,21,2025-02-06
12738,3,33,OUT,56,2025-03-28
12739,2,28,IN,13,2025-03-19
12740,5,79,OUT,99,2025-01-22
12741,2,80,OUT,74,2025-05-28
12742,3,84,IN,58,2025-04-13
12743,5,77,IN,7,2025-03-03
12744,5,11,OUT,75,2025-03-25
12745,5,6,OUT,45,2025-06-18
12746,4,77,OUT,9,2025-01-04
12747,4,27,OUT,15,2025-06-16
12748,1,18,OUT,63,2025-03-16
12749,1,91,OUT,83,2025-01-29
12750,1,59,OUT,4,2025-06-25
12751,4,74,OUT,30,2025-05-16
12752,2,9,OUT,17,2025-05-20
12753,4,67,OUT,97,2025-05-29
12754,5,51,IN,74,2025-03-02
12755,1,100,OUT,71,2025-03-15
12756,1,47,IN,65,2025-04-02
12757,1,42,OUT,7,2025-05-24
12758,2,96,IN,13,2025-02-08
12759,4,7,OUT,94,2025-05-20
12760,3,96,ADJUSTMENT,73,2025-04-18
12761,3,34,OUT,71,2025-01-18
12762,5,35,OUT,2,2025-06-02
12763,2,70,RETURN,55,2025-04-01
12764,3,59,IN,99,2025-02-17
12765,4,83,OUT,7,2025-06-25
12766,3,33,OUT,40,2025-05-16
12767,4,5,OUT,49,2025-02-09
12768,2,4,RETURN,94,2025-01-13
12769,3,51,ADJUSTMENT,75,2025-06-16
12770,3,35,OUT,14,2025-04-03
12771,1,13,IN,100,2025-06-22
12772,2,43,IN,51,2025-06-10
12773,3,49,OUT,8,2025-04-03
12774,1,45,OUT,66,2025-04-03
12775,3,90,OUT,43,2025-05-05
12776,5,74,IN,61,2025-05-27
12777,2,75,IN,78,2025-03-20
12778,4,35,IN,20,2025-05-26
12779,5,6,OUT,42,2025-02-09
12780,1,89,OUT,100,2025-05-26
12781,4,3,OUT,4,2025-02-05
12782,4,55,RETURN,35,2025-05-08
12783,1,98,OUT,40,2025-02-17
12784,3,87,OUT,22,2025-01-21
12785,1,10,OUT,75,2025-01-13
12786,2,56,OUT,98,2025-06-22
12787,2,31,OUT,25,2025-06-11
12788,5,14,OUT,32,2025-01-02
12789,5,69,IN,34,2025-04-05
12790,2,32,OUT,99,2025-01-04
12791,2,40,OUT,26,2025-02-16
12792,5,57,OUT,20,2025-04-04
12793,4,41,OUT,71,2025-04-11
12794,4,98,OUT,96,2025-06-18
12795,3,71,IN,7,2025-04-03
12796,5,74,OUT,90,2025-02-25
12797,5,15,OUT,48,2025-01-14
12798,1,41,OUT,88,2025-05-20
12799,3,59,OUT,72,2025-06-12
12800,1,62,OUT,92,2025-03-12
12801,5,93,RETURN,37,2025-05-16
12802,5,15,OUT,97,2025-06-12
12803,1,38,OUT,53,2025-01-24
12804,5,85,OUT,33,2025-01-29
12805,4,12,IN,53,2025-04-04
12806,4,19,RETURN,51,2025-04-20
12807,5,71,OUT,41,2025-06-20
12808,3,31,OUT,82,2025-06-25
12809,4,29,OUT,64,2025-04-19
12810,4,47,OUT,46,2025-06-08
12811,5,6,IN,30,2025-03-12
12812,3,100,OUT,30,2025-05-24
12813,1,55,IN,49,2025-04-20
12814,3,66,OUT,79,2025-06-15
12815,1,68,OUT,13,2025-03-21
12816,4,21,OUT,30,2025-04-14
12817,2,92,OUT,8,2025-06-18
12818,3,97,IN,12,2025-06-18
12819,3,11,OUT,10,2025-06-23
12820,2,45,OUT,14,2025-04-24
12821,1,21,OUT,38,2025-05-02
12822,2,39,OUT,74,2025-02-19
12823,4,22,OUT,30,2025-06-08
12824,1,62,OUT,10,2025-06-06
12825,4,72,IN,22,2025-03-30
12826,5,70,OUT,67,2025-03-11
12827,2,16,IN,91,2025-03-22
12828,4,39,IN,58,2025-03-20
12829,4,36,IN,58,2025-02-19
12830,5,62,IN,81,2025-04-18
12831,1,96,OUT,53,2025-03-29
12832,4,63,OUT,8,2025-04-09
12833,1,65,RETURN,95,2025-03-16
12834,3,20,OUT,12,2025-05-10
12835,1,77,OUT,43,2025-03-22
12836,1,75,RETURN,85,2025-02-02
12837,3,14,OUT,17,2025-05-12
12838,4,31,OUT,33,2025-01-02
12839,1,55,OUT,12,2025-06-21
12840,4,7,RETURN,84,2025-06-20
12841,4,33,OUT,16,2025-03-19
12842,3,42,IN,32,2025-05-07
12843,3,23,IN,47,2025-04-08
12844,5,13,OUT,87,2025-01-28
12845,4,88,RETURN,10,2025-03-31
12846,4,30,IN,55,2025-05-13
12847,3,1,OUT,12,2025-02-21
12848,3,10,OUT,65,2025-01-18
12849,1,80,IN,15,2025-05-27
12850,3,62,OUT,85,2025-03-18
12851,3,14,OUT,46,2025-01-26
12852,3,75,RETURN,84,2025-04-02
12853,3,69,OUT,70,2025-05-05
12854,2,50,OUT,60,2025-02-14
12855,5,51,OUT,10,2025-05-13
12856,1,69,OUT,67,2025-05-13
12857,1,49,OUT,40,2025-05-16
12858,2,60,OUT,26,2025-06-16
12859,1,77,OUT,59,2025-01-05
12860,3,93,RETURN,36,2025-03-06
12861,3,1,IN,85,2025-01-02
12862,4,86,IN,46,2025-02-01
12863,5,79,IN,11,2025-05-12
12864,4,30,IN,4,2025-02-15
12865,4,82,OUT,31,2025-02-05
12866,4,24,IN,64,2025-02-26
12867,4,79,RETURN,8,2025-03-09
12868,2,19,RETURN,50,2025-01-12
12869,3,75,IN,60,2025-03-01
12870,3,27,OUT,19,2025-02-12
12871,4,97,OUT,47,2025-03-08
12872,5,27,IN,98,2025-03-30
12873,2,73,OUT,25,2025-03-20
12874,3,13,IN,85,2025-03-30
12875,5,76,OUT,19,2025-04-18
12876,1,82,OUT,8,2025-01-07
12877,5,72,OUT,59,2025-02-10
12878,4,33,RETURN,90,2025-03-22
12879,1,34,OUT,32,2025-01-30
12880,4,38,IN,9,2025-06-05
12881,5,12,OUT,56,2025-04-04
12882,4,40,OUT,83,2025-02-10
12883,3,37,RETURN,23,2025-04-20
12884,1,6,OUT,70,2025-06-15
12885,5,85,IN,25,2025-05-14
12886,3,27,OUT,60,2025-06-05
12887,5,25,OUT,77,2025-03-23
12888,5,39,OUT,72,2025-05-25
12889,2,20,OUT,83,2025-05-04
12890,3,63,OUT,77,2025-03-11
12891,5,57,OUT,51,2025-04-04
12892,3,14,IN,100,2025-05-12
12893,5,86,OUT,56,2025-02-21
12894,5,25,OUT,53,2025-04-19
12895,3,99,OUT,27,2025-01-21
12896,1,11,IN,81,2025-01-19
12897,2,29,OUT,90,2025-05-13
12898,4,46,OUT,83,2025-06-24
12899,3,23,IN,37,2025-05-11
12900,2,43,OUT,100,2025-03-26
12901,4,37,OUT,68,2025-06-10
12902,2,80,OUT,67,2025-02-21
12903,5,89,IN,20,2025-04-06
12904,3,28,IN,25,2025-03-29
12905,2,97,OUT,9,2025-04-01
12906,1,63,IN,37,2025-04-08
12907,4,3,RETURN,56,2025-05-17
12908,5,82,OUT,92,2025-02-08
12909,3,61,IN,46,2025-05-02
12910,3,54,RETURN,3,2025-05-20
12911,1,86,RETURN,5,2025-02-24
12912,1,21,IN,14,2025-02-05
12913,2,75,OUT,47,2025-01-28
12914,2,13,RETURN,54,2025-06-02
12915,5,29,IN,20,2025-05-23
12916,3,34,IN,17,2025-02-12
12917,4,30,OUT,53,2025-02-02
12918,1,38,OUT,26,2025-05-02
12919,1,44,OUT,35,2025-03-24
12920,1,80,OUT,70,2025-04-23
12921,4,71,OUT,5,2025-01-21
12922,1,82,OUT,78,2025-01-26
12923,2,23,OUT,39,2025-02-17
12924,2,23,OUT,51,2025-02-18
12925,3,46,OUT,54,2025-06-06
12926,1,27,IN,50,2025-05-25
12927,2,12,IN,44,2025-04-24
12928,1,73,OUT,23,2025-02-21
12929,5,13,OUT,44,2025-03-28
12930,2,59,ADJUSTMENT,72,2025-05-01
12931,4,82,OUT,81,2025-04-08
12932,1,24,RETURN,43,2025-04-20
12933,3,3,ADJUSTMENT,75,2025-03-01
12934,1,80,OUT,79,2025-05-17
12935,4,66,OUT,11,2025-06-03
12936,3,2,OUT,72,2025-04-22
12937,4,73,ADJUSTMENT,73,2025-05-27
12938,5,73,IN,68,2025-01-28
12939,5,83,IN,81,2025-05-26
12940,3,72,ADJUSTMENT,88,2025-04-28
12941,3,50,IN,31,2025-06-18
12942,1,77,OUT,2,2025-01-10
12943,2,38,IN,44,2025-01-29
12944,4,42,OUT,51,2025-02-25
12945,4,27,OUT,26,2025-02-12
12946,4,5,IN,100,2025-06-01
12947,5,52,OUT,56,2025-05-09
12948,4,69,OUT,70,2025-03-10
12949,2,9,IN,21,2025-01-18
12950,1,92,OUT,52,2025-04-01
12951,1,40,OUT,33,2025-04-29
12952,2,79,RETURN,94,2025-04-04
12953,3,96,IN,3,2025-03-29
12954,3,57,OUT,85,2025-01-12
12955,2,88,IN,85,2025-02-06
12956,4,43,OUT,6,2025-05-23
12957,5,75,OUT,71,2025-04-09
12958,5,58,OUT,43,2025-05-14
12959,3,27,OUT,21,2025-02-18
12960,1,34,OUT,99,2025-03-27
12961,2,95,IN,45,2025-05-21
12962,4,6,OUT,83,2025-01-02
12963,5,66,IN,6,2025-06-24
12964,3,7,OUT,93,2025-06-08
12965,5,15,OUT,39,2025-01-27
12966,3,1,OUT,8,2025-05-23
12967,3,2,OUT,91,2025-03-03
12968,3,62,OUT,92,2025-02-11
12969,5,89,OUT,29,2025-04-17
12970,3,10,RETURN,22,2025-04-16
12971,3,58,IN,89,2025-03-10
12972,2,90,OUT,23,2025-03-15
12973,3,28,OUT,93,2025-04-12
12974,1,38,IN,4,2025-05-18
12975,1,59,OUT,81,2025-03-12
12976,2,48,OUT,74,2025-06-29
12977,4,68,OUT,97,2025-06-10
12978,2,58,OUT,56,2025-05-09
12979,2,3,OUT,71,2025-06-15
12980,5,14,IN,40,2025-04-09
12981,4,16,RETURN,21,2025-05-18
12982,1,78,OUT,1,2025-02-11
12983,1,78,OUT,60,2025-05-31
12984,1,78,OUT,32,2025-04-02
12985,1,88,OUT,10,2025-01-20
12986,4,44,OUT,31,2025-01-31
12987,4,8,IN,45,2025-02-22
12988,2,64,OUT,1,2025-05-17
12989,4,7,OUT,83,2025-03-02
12990,4,98,OUT,45,2025-05-21
12991,4,24,OUT,26,2025-04-30
12992,1,64,IN,88,2025-01-30
12993,3,30,IN,4,2025-01-02
12994,2,24,OUT,49,2025-05-28
12995,4,35,OUT,33,2025-01-18
12996,2,31,IN,13,2025-04-02
12997,1,77,OUT,30,2025-06-06
12998,3,70,OUT,89,2025-03-19
12999,2,19,OUT,56,2025-02-20
13000,1,48,OUT,28,2025-01-05
13001,5,79,IN,27,2025-06-14
13002,3,89,OUT,32,2025-01-20
13003,3,49,OUT,26,2025-04-08
13004,4,64,IN,52,2025-03-20
13005,4,91,IN,11,2025-03-19
13006,3,22,IN,97,2025-06-13
13007,2,28,IN,42,2025-06-25
13008,2,40,OUT,42,2025-02-17
13009,5,58,OUT,73,2025-02-24
13010,3,77,OUT,46,2025-04-23
13011,4,41,OUT,83,2025-02-26
13012,3,23,IN,78,2025-05-08
13013,1,88,OUT,1,2025-04-21
13014,3,12,IN,89,2025-06-14
13015,1,42,OUT,20,2025-03-20
13016,3,59,OUT,2,2025-04-26
13017,3,2,IN,26,2025-02-06
13018,4,82,IN,25,2025-06-16
13019,3,74,IN,14,2025-01-05
13020,3,17,OUT,78,2025-06-10
13021,4,26,OUT,53,2025-03-18
13022,2,60,RETURN,94,2025-01-19
13023,2,52,RETURN,34,2025-06-25
13024,3,37,IN,63,2025-04-18
13025,5,83,RETURN,62,2025-06-06
13026,4,62,OUT,50,2025-05-03
13027,2,50,OUT,53,2025-02-19
13028,1,12,OUT,27,2025-02-26
13029,2,63,OUT,72,2025-05-21
13030,2,13,OUT,1,2025-02-13
13031,4,86,RETURN,16,2025-06-04
13032,5,50,IN,78,2025-03-14
13033,5,13,RETURN,46,2025-01-31
13034,3,95,OUT,55,2025-02-01
13035,4,95,IN,27,2025-05-20
13036,3,75,RETURN,89,2025-02-08
13037,4,4,OUT,66,2025-02-17
13038,2,65,OUT,41,2025-04-14
13039,1,40,OUT,97,2025-01-03
13040,5,49,OUT,87,2025-04-05
13041,5,22,OUT,25,2025-02-10
13042,3,58,OUT,6,2025-05-21
13043,5,43,OUT,6,2025-04-19
13044,5,2,IN,91,2025-02-26
13045,3,95,OUT,62,2025-01-19
13046,1,24,IN,61,2025-02-24
13047,1,84,IN,30,2025-05-16
13048,3,82,OUT,43,2025-06-29
13049,1,89,OUT,76,2025-06-10
13050,2,5,OUT,19,2025-02-20
13051,1,27,IN,95,2025-05-22
13052,2,29,IN,70,2025-06-08
13053,3,9,IN,16,2025-03-03
13054,5,75,OUT,95,2025-05-01
13055,2,70,OUT,59,2025-06-04
13056,2,57,OUT,60,2025-04-10
13057,4,69,OUT,32,2025-04-11
13058,1,82,OUT,38,2025-02-16
13059,2,76,OUT,98,2025-04-15
13060,3,14,OUT,88,2025-03-08
13061,5,49,OUT,35,2025-02-20
13062,1,52,IN,3,2025-04-08
13063,5,9,OUT,87,2025-05-23
13064,3,73,OUT,16,2025-05-31
13065,5,90,OUT,7,2025-02-14
13066,5,66,IN,27,2025-01-03
13067,1,67,OUT,83,2025-02-25
13068,5,16,ADJUSTMENT,11,2025-05-29
13069,5,15,OUT,10,2025-06-29
13070,4,76,OUT,25,2025-01-06
13071,3,1,ADJUSTMENT,97,2025-03-13
13072,5,44,IN,37,2025-03-14
13073,2,22,OUT,76,2025-02-12
13074,5,72,RETURN,1,2025-02-06
13075,5,36,ADJUSTMENT,84,2025-03-09
13076,1,53,IN,49,2025-06-01
13077,2,88,ADJUSTMENT,23,2025-03-11
13078,1,67,OUT,99,2025-03-26
13079,1,84,OUT,30,2025-02-03
13080,2,65,IN,63,2025-01-04
13081,3,62,OUT,38,2025-01-20
13082,1,32,OUT,21,2025-02-14
13083,4,94,OUT,35,2025-02-01
13084,3,17,OUT,69,2025-02-23
13085,5,45,IN,56,2025-03-01
13086,3,64,OUT,16,2025-04-16
13087,3,100,OUT,56,2025-04-16
13088,5,36,OUT,14,2025-02-18
13089,2,88,RETURN,8,2025-01-26
13090,1,23,OUT,84,2025-01-26
13091,3,67,OUT,87,2025-03-29
13092,1,13,OUT,68,2025-01-21
13093,1,7,IN,50,2025-01-12
13094,2,25,OUT,48,2025-03-05
13095,3,82,OUT,51,2025-05-11
13096,2,66,OUT,13,2025-03-11
13097,1,69,IN,18,2025-06-27
13098,2,44,OUT,11,2025-04-13
13099,4,49,OUT,19,2025-04-26
13100,1,51,OUT,24,2025-04-29
13101,5,82,OUT,36,2025-04-30
13102,5,99,OUT,59,2025-01-23
13103,5,10,RETURN,26,2025-05-17
13104,2,40,OUT,57,2025-01-12
13105,3,12,IN,98,2025-03-07
13106,4,30,ADJUSTMENT,81,2025-05-23
13107,1,24,ADJUSTMENT,22,2025-01-25
13108,2,15,OUT,90,2025-03-18
13109,5,23,OUT,12,2025-03-19
13110,2,3,OUT,38,2025-03-21
13111,4,73,OUT,81,2025-05-31
13112,3,19,OUT,73,2025-04-16
13113,2,39,OUT,97,2025-01-05
13114,1,12,OUT,54,2025-05-15
13115,5,29,IN,47,2025-01-02
13116,1,34,IN,47,2025-01-23
13117,1,26,OUT,28,2025-01-07
13118,4,100,OUT,50,2025-01-19
13119,4,1,OUT,14,2025-04-10
13120,4,72,OUT,53,2025-03-21
13121,5,87,RETURN,83,2025-01-08
13122,5,67,OUT,68,2025-03-21
13123,5,10,OUT,69,2025-04-10
13124,5,51,OUT,29,2025-03-13
13125,3,33,IN,48,2025-04-23
13126,2,40,OUT,60,2025-02-13
13127,1,29,OUT,53,2025-02-20
13128,4,20,IN,75,2025-01-20
13129,4,1,ADJUSTMENT,35,2025-05-30
13130,3,15,OUT,90,2025-02-10
13131,2,9,RETURN,4,2025-01-17
13132,4,8,OUT,50,2025-04-19
13133,5,49,IN,57,2025-02-04
13134,1,90,OUT,47,2025-05-23
13135,5,28,OUT,66,2025-03-06
13136,1,40,OUT,100,2025-04-04
13137,4,12,OUT,21,2025-04-17
13138,3,50,ADJUSTMENT,50,2025-06-27
13139,3,13,OUT,41,2025-04-12
13140,4,54,OUT,43,2025-04-28
13141,1,11,OUT,18,2025-01-10
13142,4,3,IN,89,2025-06-18
13143,1,89,OUT,68,2025-05-26
13144,2,98,OUT,55,2025-05-06
13145,5,24,OUT,53,2025-02-16
13146,3,93,RETURN,18,2025-03-30
13147,4,54,IN,4,2025-03-02
13148,2,45,RETURN,78,2025-06-10
13149,5,83,OUT,7,2025-05-13
13150,4,9,OUT,87,2025-06-21
13151,5,95,ADJUSTMENT,97,2025-01-03
13152,3,27,OUT,19,2025-02-11
13153,5,78,RETURN,64,2025-05-19
13154,3,28,IN,16,2025-06-26
13155,1,9,OUT,29,2025-05-30
13156,5,73,OUT,2,2025-05-25
13157,1,36,IN,32,2025-05-06
13158,4,45,OUT,95,2025-06-18
13159,5,85,OUT,14,2025-03-19
13160,1,44,OUT,95,2025-01-01
13161,2,46,OUT,63,2025-01-10
13162,5,6,OUT,79,2025-01-15
13163,2,88,RETURN,95,2025-06-04
13164,5,1,OUT,25,2025-04-12
13165,5,9,OUT,98,2025-05-28
13166,1,67,OUT,99,2025-05-14
13167,4,35,OUT,70,2025-02-18
13168,4,18,OUT,54,2025-01-21
13169,4,90,IN,57,2025-06-21
13170,4,9,OUT,91,2025-04-28
13171,3,24,OUT,92,2025-06-24
13172,5,91,OUT,87,2025-02-16
13173,4,80,IN,35,2025-05-19
13174,5,60,RETURN,70,2025-01-23
13175,3,13,OUT,34,2025-03-25
13176,2,57,OUT,61,2025-01-10
13177,3,5,OUT,61,2025-03-28
13178,3,6,OUT,21,2025-03-09
13179,3,69,IN,96,2025-05-18
13180,5,85,OUT,50,2025-04-24
13181,5,76,OUT,4,2025-01-26
13182,2,74,IN,74,2025-02-21
13183,5,60,IN,36,2025-01-21
13184,3,22,IN,31,2025-03-12
13185,5,85,OUT,40,2025-02-24
13186,5,96,IN,85,2025-01-20
13187,3,3,OUT,23,2025-03-21
13188,4,69,OUT,94,2025-02-20
13189,3,57,RETURN,24,2025-02-25
13190,4,85,IN,30,2025-03-01
13191,1,65,OUT,2,2025-03-03
13192,3,41,OUT,40,2025-04-12
13193,5,37,OUT,32,2025-02-15
13194,1,96,RETURN,6,2025-06-02
13195,3,38,ADJUSTMENT,50,2025-05-24
13196,4,14,OUT,92,2025-06-20
13197,2,8,OUT,61,2025-05-25
13198,1,74,OUT,89,2025-05-27
13199,5,83,RETURN,82,2025-06-16
13200,5,36,OUT,54,2025-01-18
13201,4,3,OUT,48,2025-01-31
13202,1,97,IN,92,2025-03-31
13203,4,94,ADJUSTMENT,41,2025-05-04
13204,4,18,IN,93,2025-06-10
13205,5,5,IN,4,2025-03-30
13206,4,98,RETURN,76,2025-06-29
13207,3,48,IN,8,2025-03-07
13208,3,36,IN,55,2025-04-08
13209,2,6,RETURN,48,2025-04-25
13210,2,64,OUT,20,2025-02-17
13211,1,21,IN,41,2025-05-19
13212,5,23,OUT,72,2025-02-24
13213,5,90,IN,25,2025-04-28
13214,1,16,OUT,83,2025-05-03
13215,4,90,OUT,86,2025-04-27
13216,2,1,OUT,28,2025-02-09
13217,3,67,ADJUSTMENT,25,2025-02-06
13218,2,83,OUT,62,2025-04-04
13219,4,63,OUT,35,2025-04-07
13220,4,70,OUT,24,2025-03-12
13221,1,98,OUT,37,2025-02-09
13222,4,84,ADJUSTMENT,78,2025-05-11
13223,5,94,IN,63,2025-04-23
