PurchaseOrderItemID,PurchaseOrderID,ProductID,Quantity,UnitCost
1065,101094,32,91,65.53
1066,101095,35,157,305.47
1067,101096,53,103,309.07
1068,101097,35,49,305.47
1069,101100,44,155,133.2
1070,101102,25,176,28.08
1071,101103,25,109,28.08
1072,101104,73,192,663.29
1073,101104,88,200,342.14
1074,101104,14,96,94.42
1075,101107,22,100,1.94
1076,101111,14,98,94.42
1077,101112,50,115,397.54
1078,101113,25,127,28.08
1079,101114,23,182,692.76
1080,101114,51,157,507.44
1081,101114,77,197,583.89
1082,101114,10,185,722.19
1083,101114,24,64,633.85
1084,101115,54,93,417.71
1085,101117,42,100,162.68
1086,101118,65,111,519.68
1087,101118,12,22,518.6
1088,101119,50,124,397.54
1089,101119,5,195,850.25
1090,101119,84,145,867.74
1091,101119,62,126,291.34
1092,101120,100,62,284.53
1093,101121,28,76,818.18
1094,101122,33,77,91.48
1095,101122,81,157,73.16
1096,101124,17,164,345.78
1097,101124,39,146,712.6
1098,101125,22,88,1.94
1099,101126,21,159,170.97
1100,101126,38,75,934.95
1101,101126,26,128,783.71
1102,101127,99,187,826.58
1103,101128,68,135,613.29
1104,101128,2,87,591.86
1105,101130,95,132,4.25
1106,101131,26,73,783.71
1107,101132,96,62,14.21
1108,101133,37,72,332.67
1109,101135,80,109,55.19
1110,101137,96,102,14.21
1111,101138,34,166,52.86
1112,101142,97,54,23.16
1113,101146,21,83,170.97
1114,101146,26,57,783.71
1115,101146,69,102,533.71
1116,101146,38,83,934.95
1117,101148,53,56,309.07
1118,101149,42,116,162.68
1119,101150,16,123,9.18
1120,101150,86,151,17.77
1121,101151,71,136,4.28
1122,101153,13,168,16.32
1123,101156,63,137,4.77
1124,101157,67,156,362.92
1125,101158,55,88,908.54
1126,101158,58,102,157.66
1127,101158,4,92,564.42
1128,101158,75,106,789.26
1129,101159,31,107,59.29
1130,101160,92,45,378.88
1131,101166,32,60,65.53
1132,101166,94,132,54.12
1133,101168,10,186,722.19
1134,101168,51,97,507.44
1135,101168,77,60,583.89
1136,101168,24,90,633.85
1137,101170,9,84,124.95
1138,101172,25,190,28.08
1139,101174,22,121,1.94
1140,101175,23,43,692.76
1141,101175,51,200,507.44
1142,101175,24,44,633.85
1143,101178,91,142,1.8
1144,101179,27,171,142.09
1145,101182,13,22,16.32
1146,101183,37,50,332.67
1147,101184,97,142,23.16
1148,101185,37,118,332.67
1149,101187,90,46,2.91
1150,101189,90,96,2.91
1151,101190,98,54,2.34
1152,101191,10,176,722.19
1153,101191,77,186,583.89
1154,101194,29,109,129.9
1155,101195,14,42,94.42
1156,101195,99,45,826.58
1157,101195,73,55,663.29
1158,101195,68,51,613.29
1159,101195,88,170,342.14
1160,101195,2,118,591.86
1161,101196,84,83,867.74
1162,101196,50,90,397.54
1163,101196,5,185,850.25
1164,101198,36,161,145.13
1165,101199,5,72,850.25
1166,101199,62,152,291.34
1167,101199,50,175,397.54
1168,101200,84,185,867.74
1169,101200,50,33,397.54
1170,101202,96,118,14.21
1171,101204,56,147,68.78
1172,101206,95,112,4.25
1173,101211,50,113,397.54
1174,101211,84,159,867.74
1175,101211,62,194,291.34
1176,101212,58,24,157.66
1177,101212,4,170,564.42
1178,101214,95,87,4.25
1179,101215,16,35,9.18
1180,101216,94,128,54.12
1181,101216,32,199,65.53
1182,101217,7,91,148.67
1183,101217,70,41,867.81
1184,101218,53,150,309.07
1185,101219,26,103,783.71
1186,101219,38,120,934.95
1187,101220,44,198,133.2
1188,101222,98,34,2.34
1189,101223,12,131,518.6
1190,101224,69,176,533.71
1191,101226,2,55,591.86
1192,101226,68,199,613.29
1193,101226,14,22,94.42
1194,101226,99,61,826.58
1195,101226,88,147,342.14
1196,101233,76,62,110.17
1197,101234,9,88,124.95
1198,101235,7,129,148.67
1199,101235,70,89,867.81
1200,101235,48,154,299.24
1201,101236,97,167,23.16
1202,101239,22,136,1.94
1203,101241,90,147,2.91
1204,101242,6,60,435.29
1205,101243,4,150,564.42
1206,101243,75,20,789.26
1207,101243,58,31,157.66
1208,101245,37,31,332.67
1209,101247,90,118,2.91
1210,101248,63,29,4.77
1211,101249,92,102,378.88
1212,101251,40,89,148.0
1213,101251,18,39,1077.07
1214,101252,33,65,91.48
1215,101252,81,77,73.16
1216,101253,47,37,45.79
1217,101254,22,99,1.94
1218,101257,36,22,145.13
1219,101257,72,114,65.67
1220,101258,27,164,142.09
1221,101260,27,138,142.09
1222,101264,44,70,133.2
1223,101268,90,21,2.91
1224,101270,21,105,170.97
1225,101270,69,20,533.71
1226,101270,26,188,783.71
1227,101270,38,116,934.95
1228,101271,27,72,142.09
1229,101272,56,145,68.78
1230,101273,56,91,68.78
1231,101274,56,79,68.78
1232,101277,53,137,309.07
1233,101278,63,149,4.77
1234,101282,6,39,435.29
1235,101286,88,80,342.14
1236,101286,2,94,591.86
1237,101286,73,86,663.29
1238,101286,68,100,613.29
1239,101286,99,120,826.58
1240,101287,74,89,6.44
1241,101287,41,79,2.47
1242,101288,26,54,783.71
1243,101290,7,62,148.67
1244,101290,70,135,867.81
1245,101290,48,139,299.24
1246,101293,96,50,14.21
1247,101296,44,135,133.2
1248,101297,64,87,142.05
1249,101298,37,60,332.67
1250,101299,34,75,52.86
1251,101300,23,83,692.76
1252,101300,10,111,722.19
1253,101300,24,121,633.85
1254,101301,16,64,9.18
1255,101301,82,27,6.07
1256,101301,86,123,17.77
1257,101303,49,44,37.47
1258,101303,20,138,69.94
1259,101304,59,51,65.02
1260,101307,76,76,110.17
1261,101309,52,115,162.1
1262,101309,61,195,751.55
1263,101310,6,39,435.29
1264,101315,53,70,309.07
1265,101317,26,30,783.71
1266,101317,21,138,170.97
1267,101317,69,32,533.71
1268,101317,38,63,934.95
1269,101318,53,147,309.07
1270,101320,82,194,6.07
1271,101322,92,110,378.88
1272,101323,95,90,4.25
1273,101324,64,58,142.05
1274,101326,75,178,789.26
1275,101327,67,147,362.92
1276,101329,92,35,378.88
1277,101330,96,118,14.21
1278,101331,51,184,507.44
1279,101331,23,154,692.76
1280,101332,13,117,16.32
1281,101333,37,159,332.67
1282,101336,54,164,417.71
1283,101337,64,89,142.05
1284,101338,9,101,124.95
1285,101339,11,34,396.45
1286,101339,79,140,106.52
1287,101339,29,155,129.9
1288,101340,95,60,4.25
1289,101341,36,188,145.13
1290,101342,38,34,934.95
1291,101342,69,76,533.71
1292,101343,97,64,23.16
1293,101344,52,101,162.1
1294,101344,66,198,182.1
1295,101345,56,200,68.78
1296,101349,25,164,28.08
1297,101350,25,158,28.08
1298,101351,34,145,52.86
1299,101353,54,34,417.71
1300,101354,70,76,867.81
1301,101356,25,20,28.08
1302,101357,79,53,106.52
1303,101357,11,107,396.45
1304,101358,6,35,435.29
1305,101360,47,170,45.79
1306,101361,59,154,65.02
1307,101362,5,170,850.25
1308,101362,50,45,397.54
1309,101362,62,106,291.34
1310,101363,24,131,633.85
1311,101363,23,183,692.76
1312,101363,10,144,722.19
1313,101364,67,163,362.92
1314,101367,95,190,4.25
1315,101368,84,196,867.74
1316,101368,50,95,397.54
1317,101369,100,20,284.53
1318,101371,25,66,28.08
1319,101372,82,147,6.07
1320,101372,16,56,9.18
1321,101372,86,104,17.77
1322,101373,27,108,142.09
1323,101376,41,191,2.47
1324,101376,74,183,6.44
1325,101377,68,197,613.29
1326,101377,73,37,663.29
1327,101377,2,109,591.86
1328,101377,14,85,94.42
1329,101377,88,47,342.14
1330,101377,99,20,826.58
1331,101378,29,132,129.9
1332,101379,63,125,4.77
1333,101382,42,109,162.68
1334,101386,21,135,170.97
1335,101386,26,38,783.71
1336,101386,69,28,533.71
1337,101386,38,95,934.95
1338,101387,96,86,14.21
1339,101388,28,107,818.18
1340,101391,58,39,157.66
1341,101391,55,160,908.54
1342,101392,62,172,291.34
1343,101393,13,130,16.32
1344,101394,89,60,96.85
1345,101395,33,104,91.48
1346,101397,12,124,518.6
1347,101398,92,96,378.88
1348,101402,59,32,65.02
1349,101405,89,33,96.85
1350,101405,59,112,65.02
1351,101407,63,42,4.77
1352,101408,100,71,284.53
1353,101409,56,72,68.78
1354,101410,35,40,305.47
1355,101412,5,145,850.25
1356,101412,50,189,397.54
1357,101412,62,87,291.34
1358,101412,84,43,867.74
1359,101414,64,114,142.05
1360,101416,47,67,45.79
1361,101417,59,132,65.02
1362,101417,89,139,96.85
1363,101418,56,88,68.78
1364,101419,8,158,127.97
1365,101419,15,125,563.65
1366,101419,87,170,275.47
1367,101419,40,78,148.0
1368,101419,78,161,741.5
1369,101424,92,153,378.88
1370,101426,79,166,106.52
1371,101426,29,80,129.9
1372,101427,64,40,142.05
1373,101430,79,148,106.52
1374,101430,11,166,396.45
1375,101433,79,134,106.52
1376,101433,11,64,396.45
1377,101433,29,62,129.9
1378,101434,33,52,91.48
1379,101435,92,40,378.88
1380,101436,100,180,284.53
1381,101439,91,101,1.8
1382,101442,16,162,9.18
1383,101442,86,121,17.77
1384,101442,82,161,6.07
1385,101443,18,23,1077.07
1386,101443,78,199,741.5
1387,101443,40,179,148.0
1388,101444,59,58,65.02
1389,101444,89,57,96.85
1390,101446,92,164,378.88
1391,101448,72,157,65.67
1392,101450,90,87,2.91
1393,101451,37,166,332.67
1394,101454,92,64,378.88
1395,101455,92,56,378.88
1396,101457,98,121,2.34
1397,101459,95,32,4.25
1398,101460,37,115,332.67
1399,101462,18,97,1077.07
1400,101463,95,145,4.25
1401,101464,67,54,362.92
1402,101465,46,102,839.98
1403,101465,39,88,712.6
1404,101468,47,68,45.79
1405,101469,12,144,518.6
1406,101469,30,152,772.01
1407,101470,20,36,69.94
1408,101470,49,99,37.47
1409,101471,25,154,28.08
1410,101472,44,69,133.2
1411,101473,4,28,564.42
1412,101473,55,136,908.54
1413,101474,53,200,309.07
1414,101475,25,114,28.08
1415,101476,76,182,110.17
1416,101477,83,27,893.29
1417,101478,97,145,23.16
1418,101480,56,141,68.78
1419,101483,9,61,124.95
1420,101484,37,92,332.67
1421,101488,28,32,818.18
1422,101490,92,76,378.88
1423,101493,97,88,23.16
1424,101494,27,194,142.09
1425,101495,39,53,712.6
1426,101496,13,77,16.32
1427,101498,54,184,417.71
1428,101502,22,116,1.94
1429,101504,28,84,818.18
1430,101509,100,97,284.53
1431,101510,44,21,133.2
1432,101511,24,36,633.85
1433,101511,77,106,583.89
1434,101511,23,90,692.76
1435,101511,10,183,722.19
1436,101511,51,103,507.44
1437,101512,67,187,362.92
1438,101513,46,58,839.98
1439,101513,39,152,712.6
1440,101513,17,81,345.78
1441,101514,78,123,741.5
1442,101515,71,26,4.28
1443,101516,71,86,4.28
1444,101517,63,119,4.77
1445,101518,26,107,783.71
1446,101519,76,191,110.17
1447,101520,74,188,6.44
1448,101520,41,162,2.47
1449,101521,25,44,28.08
1450,101522,3,194,950.61
1451,101522,19,105,1037.42
1452,101522,85,187,297.07
1453,101522,1,42,172.86
1454,101523,45,77,94.49
1455,101524,76,104,110.17
1456,101525,68,138,613.29
1457,101525,88,50,342.14
1458,101525,99,140,826.58
1459,101527,76,140,110.17
1460,101529,97,194,23.16
1461,101530,67,125,362.92
1462,101531,96,55,14.21
1463,101532,24,165,633.85
1464,101532,51,137,507.44
1465,101537,82,66,6.07
1466,101540,35,105,305.47
1467,101541,11,21,396.45
1468,101541,29,135,129.9
1469,101541,79,90,106.52
1470,101543,17,167,345.78
1471,101544,53,42,309.07
1472,101545,77,182,583.89
1473,101545,51,129,507.44
1474,101548,13,142,16.32
1475,101550,96,29,14.21
1476,101551,47,23,45.79
1477,101552,79,24,106.52
1478,101552,11,193,396.45
1479,101554,96,77,14.21
1480,101555,30,46,772.01
1481,101555,65,118,519.68
1482,101555,12,148,518.6
1483,101557,9,36,124.95
1484,101558,56,94,68.78
1485,101559,13,131,16.32
1486,101561,96,145,14.21
1487,101562,11,123,396.45
1488,101562,79,24,106.52
1489,101564,64,53,142.05
1490,101565,27,170,142.09
1491,101566,17,186,345.78
1492,101566,46,29,839.98
1493,101566,39,116,712.6
1494,101567,90,172,2.91
1495,101568,5,187,850.25
1496,101569,42,196,162.68
1497,101571,45,133,94.49
1498,101572,97,160,23.16
1499,101574,97,199,23.16
1500,101575,64,197,142.05
1501,101576,34,127,52.86
1502,101578,92,179,378.88
1503,101579,35,46,305.47
1504,101580,87,47,275.47
1505,101580,78,147,741.5
1506,101580,8,70,127.97
1507,101580,15,175,563.65
1508,101580,40,71,148.0
1509,101581,98,111,2.34
1510,101582,64,61,142.05
1511,101584,77,147,583.89
1512,101585,64,104,142.05
1513,101586,37,23,332.67
1514,101587,25,166,28.08
1515,101590,59,150,65.02
1516,101590,89,39,96.85
1517,101591,67,184,362.92
1518,101592,27,95,142.09
1519,101593,35,32,305.47
1520,101595,20,30,69.94
1521,101597,71,193,4.28
1522,101599,47,49,45.79
1523,101600,63,22,4.77
1524,101602,52,43,162.1
1525,101602,83,115,893.29
1526,101602,93,107,899.74
1527,101602,60,66,191.4
1528,101602,66,49,182.1
1529,101602,61,122,751.55
1530,101602,43,122,767.23
1531,101603,89,196,96.85
1532,101603,59,142,65.02
1533,101604,28,48,818.18
1534,101605,13,60,16.32
1535,101608,95,171,4.25
1536,101609,89,176,96.85
1537,101609,59,117,65.02
1538,101610,88,143,342.14
1539,101610,2,144,591.86
1540,101610,14,48,94.42
1541,101611,39,36,712.6
1542,101611,17,86,345.78
1543,101614,5,191,850.25
1544,101614,62,106,291.34
1545,101614,84,152,867.74
1546,101615,96,189,14.21
1547,101616,44,108,133.2
1548,101617,22,162,1.94
1549,101618,37,184,332.67
1550,101619,37,146,332.67
1551,101622,63,145,4.77
1552,101623,67,104,362.92
1553,101624,9,149,124.95
1554,101625,56,123,68.78
1555,101629,52,147,162.1
1556,101629,43,134,767.23
1557,101629,61,100,751.55
1558,101629,66,50,182.1
1559,101629,60,147,191.4
1560,101629,93,187,899.74
1561,101629,83,24,893.29
1562,101630,48,125,299.24
1563,101632,90,43,2.91
1564,101634,59,107,65.02
1565,101634,89,113,96.85
1566,101635,26,136,783.71
1567,101636,95,188,4.25
1568,101639,81,44,73.16
1569,101639,33,188,91.48
1570,101641,4,110,564.42
1571,101641,57,182,484.53
1572,101642,27,199,142.09
1573,101643,8,62,127.97
1574,101644,23,176,692.76
1575,101644,51,70,507.44
1576,101644,10,68,722.19
1577,101644,77,50,583.89
1578,101645,47,137,45.79
1579,101646,46,106,839.98
1580,101647,56,31,68.78
1581,101649,42,137,162.68
1582,101650,96,21,14.21
1583,101653,83,143,893.29
1584,101653,43,150,767.23
1585,101653,66,65,182.1
1586,101653,61,197,751.55
1587,101653,60,168,191.4
1588,101654,22,46,1.94
1589,101655,9,149,124.95
1590,101656,96,175,14.21
1591,101657,95,121,4.25
1592,101658,9,135,124.95
1593,101659,98,125,2.34
1594,101661,6,161,435.29
1595,101662,98,73,2.34
1596,101664,47,192,45.79
1597,101669,55,49,908.54
1598,101669,57,110,484.53
1599,101670,95,192,4.25
1600,101671,71,23,4.28
1601,101672,13,117,16.32
1602,101677,53,191,309.07
1603,101680,22,88,1.94
1604,101681,56,194,68.78
1605,101683,47,35,45.79
1606,101684,98,158,2.34
1607,101685,76,135,110.17
1608,101687,33,185,91.48
1609,101688,92,150,378.88
1610,101689,25,117,28.08
1611,101690,44,195,133.2
1612,101691,1,71,172.86
1613,101691,85,178,297.07
1614,101691,3,133,950.61
1615,101692,92,170,378.88
1616,101693,3,134,950.61
1617,101693,85,65,297.07
1618,101694,97,64,23.16
1619,101695,67,30,362.92
1620,101697,67,162,362.92
1621,101698,53,61,309.07
1622,101700,35,104,305.47
1623,101701,49,30,37.47
1624,101701,20,59,69.94
1625,101702,100,180,284.53
1626,101703,94,38,54.12
1627,101703,32,101,65.53
1628,101704,41,153,2.47
1629,101705,80,60,55.19
1630,101706,100,43,284.53
1631,101709,95,74,4.25
1632,101710,67,112,362.92
1633,101711,96,178,14.21
1634,101712,82,191,6.07
1635,101712,16,108,9.18
1636,101712,86,134,17.77
1637,101715,64,30,142.05
1638,101717,97,49,23.16
1639,101720,91,158,1.8
1640,101722,1,151,172.86
1641,101722,19,150,1037.42
1642,101722,3,134,950.61
1643,101725,16,186,9.18
1644,101725,82,69,6.07
1645,101727,71,44,4.28
1646,101728,67,180,362.92
1647,101729,16,191,9.18
1648,101731,36,72,145.13
1649,101731,72,157,65.67
1650,101731,80,199,55.19
1651,101732,97,195,23.16
1652,101734,8,104,127.97
1653,101734,40,29,148.0
1654,101735,90,33,2.91
1655,101736,27,162,142.09
1656,101737,25,86,28.08
1657,101738,84,100,867.74
1658,101738,50,24,397.54
1659,101738,62,119,291.34
1660,101738,5,192,850.25
1661,101739,95,184,4.25
1662,101740,98,199,2.34
1663,101741,95,148,4.25
1664,101742,31,195,59.29
1665,101743,71,92,4.28
1666,101744,67,121,362.92
1667,101745,90,60,2.91
1668,101746,97,120,23.16
1669,101748,53,96,309.07
1670,101750,35,161,305.47
1671,101751,98,30,2.34
1672,101755,54,157,417.71
1673,101756,63,73,4.77
1674,101759,97,125,23.16
1675,101761,23,69,692.76
1676,101761,77,49,583.89
1677,101761,10,66,722.19
1678,101761,24,191,633.85
1679,101761,51,165,507.44
1680,101763,91,185,1.8
1681,101765,96,191,14.21
1682,101766,22,45,1.94
1683,101767,63,104,4.77
1684,101768,44,191,133.2
1685,101769,31,92,59.29
1686,101770,6,101,435.29
1687,101773,61,197,751.55
1688,101773,60,169,191.4
1689,101773,66,59,182.1
1690,101773,83,164,893.29
1691,101774,97,129,23.16
1692,101777,2,83,591.86
1693,101777,68,76,613.29
1694,101779,70,112,867.81
1695,101779,48,54,299.24
1696,101779,7,193,148.67
1697,101780,81,134,73.16
1698,101780,33,111,91.48
1699,101782,90,161,2.91
1700,101784,32,185,65.53
1701,101785,67,55,362.92
1702,101788,76,180,110.17
1703,101789,71,24,4.28
1704,101790,63,171,4.77
1705,101791,98,161,2.34
1706,101792,79,187,106.52
1707,101792,29,58,129.9
1708,101793,100,77,284.53
1709,101795,70,138,867.81
1710,101795,48,148,299.24
1711,101795,7,150,148.67
1712,101796,73,113,663.29
1713,101797,100,177,284.53
1714,101798,50,60,397.54
1715,101798,84,65,867.74
1716,101803,90,111,2.91
1717,101807,95,144,4.25
1718,101808,36,87,145.13
1719,101810,13,30,16.32
1720,101813,77,119,583.89
1721,101813,24,140,633.85
1722,101815,28,30,818.18
1723,101816,29,87,129.9
1724,101816,11,168,396.45
1725,101816,79,159,106.52
1726,101818,31,187,59.29
1727,101819,62,116,291.34
1728,101819,84,77,867.74
1729,101819,5,152,850.25
1730,101819,50,123,397.54
1731,101824,44,144,133.2
1732,101826,53,148,309.07
1733,101827,61,78,751.55
1734,101827,52,39,162.1
1735,101829,70,58,867.81
1736,101829,48,67,299.24
1737,101829,7,60,148.67
1738,101830,34,189,52.86
1739,101832,48,104,299.24
1740,101833,44,192,133.2
1741,101837,81,171,73.16
1742,101837,33,61,91.48
1743,101838,45,31,94.49
1744,101838,20,52,69.94
1745,101838,49,166,37.47
1746,101840,15,34,563.65
1747,101840,87,62,275.47
1748,101840,8,86,127.97
1749,101840,18,66,1077.07
1750,101840,40,152,148.0
1751,101841,79,189,106.52
1752,101841,11,92,396.45
1753,101842,28,134,818.18
1754,101843,39,76,712.6
1755,101843,46,125,839.98
1756,101843,17,173,345.78
1757,101848,100,179,284.53
1758,101850,41,136,2.47
1759,101850,74,172,6.44
1760,101852,17,118,345.78
1761,101852,46,53,839.98
1762,101852,39,47,712.6
1763,101853,15,153,563.65
1764,101854,42,175,162.68
1765,101856,17,141,345.78
1766,101857,76,43,110.17
1767,101858,67,174,362.92
1768,101859,42,153,162.68
1769,101860,42,31,162.68
1770,101863,98,143,2.34
1771,101864,96,170,14.21
1772,101866,4,79,564.42
1773,101866,58,41,157.66
1774,101866,75,92,789.26
1775,101866,55,173,908.54
1776,101866,57,159,484.53
1777,101869,37,68,332.67
1778,101870,95,167,4.25
1779,101871,16,187,9.18
1780,101871,86,72,17.77
1781,101871,82,196,6.07
1782,101873,74,47,6.44
1783,101873,41,59,2.47
1784,101874,83,157,893.29
1785,101874,66,128,182.1
1786,101874,60,164,191.4
1787,101874,93,113,899.74
1788,101877,29,125,129.9
1789,101877,79,161,106.52
1790,101877,11,162,396.45
1791,101879,47,114,45.79
1792,101880,98,98,2.34
1793,101881,24,78,633.85
1794,101881,51,134,507.44
1795,101881,77,199,583.89
1796,101881,10,61,722.19
1797,101881,23,45,692.76
1798,101883,94,106,54.12
1799,101884,92,119,378.88
1800,101885,11,140,396.45
1801,101885,79,173,106.52
1802,101885,29,131,129.9
1803,101886,27,87,142.09
1804,101888,89,40,96.85
1805,101889,95,122,4.25
1806,101892,59,183,65.02
1807,101892,89,146,96.85
1808,101893,33,188,91.48
1809,101893,81,152,73.16
1810,101894,13,28,16.32
1811,101897,79,192,106.52
1812,101897,11,29,396.45
1813,101897,29,112,129.9
1814,101899,22,60,1.94
1815,101901,56,122,68.78
1816,101902,71,123,4.28
1817,101903,20,43,69.94
1818,101903,49,160,37.47
1819,101903,45,92,94.49
1820,101904,79,90,106.52
1821,101904,29,77,129.9
1822,101904,11,175,396.45
1823,101905,67,123,362.92
1824,101906,63,64,4.77
1825,101907,97,163,23.16
1826,101908,94,107,54.12
1827,101909,34,157,52.86
1828,101911,27,116,142.09
1829,101914,32,137,65.53
1830,101914,94,194,54.12
1831,101916,1,37,172.86
1832,101916,3,117,950.61
1833,101916,85,182,297.07
1834,101916,19,76,1037.42
1835,101917,31,125,59.29
1836,101918,97,199,23.16
1837,101919,33,43,91.48
1838,101919,81,122,73.16
1839,101920,10,100,722.19
1840,101920,23,110,692.76
1841,101920,51,75,507.44
1842,101922,34,194,52.86
1843,101923,85,71,297.07
1844,101923,19,80,1037.42
1845,101925,20,78,69.94
1846,101925,45,71,94.49
1847,101925,49,83,37.47
1848,101926,37,47,332.67
1849,101928,91,193,1.8
1850,101930,35,158,305.47
1851,101931,76,115,110.17
1852,101932,72,145,65.67
1853,101932,80,66,55.19
1854,101932,36,150,145.13
1855,101934,84,33,867.74
1856,101934,5,154,850.25
1857,101934,62,128,291.34
1858,101935,90,148,2.91
1859,101938,67,195,362.92
1860,101939,28,50,818.18
1861,101940,86,196,17.77
1862,101940,82,22,6.07
1863,101940,16,23,9.18
1864,101942,56,168,68.78
1865,101943,81,112,73.16
1866,101944,95,160,4.25
1867,101946,17,140,345.78
1868,101946,39,176,712.6
1869,101947,6,67,435.29
1870,101948,96,73,14.21
1871,101949,81,122,73.16
1872,101949,33,91,91.48
1873,101952,28,166,818.18
1874,101953,78,45,741.5
1875,101953,15,89,563.65
1876,101954,78,117,741.5
1877,101954,40,70,148.0
1878,101956,97,141,23.16
1879,101957,13,127,16.32
1880,101958,15,96,563.65
1881,101958,78,84,741.5
1882,101958,18,163,1077.07
1883,101958,87,165,275.47
1884,101959,35,45,305.47
1885,101961,98,75,2.34
1886,101962,98,181,2.34
1887,101963,47,105,45.79
1888,101964,42,112,162.68
1889,101965,46,25,839.98
1890,101965,39,125,712.6
1891,101965,17,51,345.78
1892,101967,47,167,45.79
1893,101969,71,110,4.28
1894,101970,70,134,867.81
1895,101970,48,40,299.24
1896,101972,49,138,37.47
1897,101972,45,181,94.49
1898,101973,92,183,378.88
1899,101976,63,181,4.77
1900,101978,6,40,435.29
1901,101980,62,100,291.34
1902,101980,5,101,850.25
1903,101982,53,174,309.07
1904,101986,45,112,94.49
1905,101986,49,170,37.47
1906,101986,20,153,69.94
1907,101988,53,62,309.07
1908,101989,2,80,591.86
1909,101989,14,189,94.42
1910,101990,99,62,826.58
1911,101990,2,121,591.86
1912,101990,14,46,94.42
1913,101992,53,141,309.07
1914,101994,76,121,110.17
1915,101995,56,87,68.78
1916,101997,47,187,45.79
1917,101998,68,92,613.29
1918,101998,14,133,94.42
1919,101998,88,180,342.14
1920,101998,99,52,826.58
1921,101999,53,27,309.07
1922,102000,25,103,28.08
1923,102003,92,158,378.88
1924,102005,37,54,332.67
1925,102007,37,181,332.67
1926,102008,98,108,2.34
1927,102012,27,42,142.09
1928,102016,81,125,73.16
1929,102016,33,86,91.48
1930,102018,53,22,309.07
1931,102024,32,108,65.53
1932,102027,97,156,23.16
1933,102028,58,142,157.66
1934,102029,71,130,4.28
1935,102031,67,21,362.92
1936,102032,97,125,23.16
1937,102035,13,83,16.32
1938,102036,79,185,106.52
1939,102040,69,128,533.71
1940,102040,21,180,170.97
1941,102040,26,81,783.71
1942,102040,38,152,934.95
1943,102041,37,186,332.67
1944,102043,80,68,55.19
1945,102043,72,37,65.67
1946,102043,36,66,145.13
1947,102045,62,183,291.34
1948,102045,5,136,850.25
1949,102049,96,199,14.21
1950,102051,39,24,712.6
1951,102051,17,58,345.78
1952,102051,46,32,839.98
1953,102053,17,92,345.78
1954,102053,46,88,839.98
1955,102053,39,52,712.6
1956,102056,37,79,332.67
1957,102057,35,23,305.47
1958,102062,27,107,142.09
1959,102066,82,115,6.07
1960,102066,86,138,17.77
1961,102067,16,57,9.18
1962,102067,82,34,6.07
1963,102067,86,88,17.77
1964,102069,59,66,65.02
1965,102069,89,69,96.85
1966,102070,22,23,1.94
1967,102071,91,118,1.8
1968,102073,64,28,142.05
1969,102075,39,44,712.6
1970,102077,70,119,867.81
1971,102077,7,194,148.67
1972,102077,48,99,299.24
1973,102078,35,181,305.47
1974,102079,95,84,4.25
1975,102080,81,112,73.16
1976,102080,33,33,91.48
1977,102082,92,80,378.88
1978,102083,97,23,23.16
1979,102084,34,169,52.86
1980,102085,27,82,142.09
1981,102086,25,168,28.08
1982,102088,9,115,124.95
1983,102089,25,60,28.08
1984,102090,4,35,564.42
1985,102090,57,111,484.53
1986,102090,58,185,157.66
1987,102090,75,59,789.26
1988,102091,54,144,417.71
1989,102093,19,185,1037.42
1990,102093,85,108,297.07
1991,102096,71,25,4.28
1992,102098,25,54,28.08
1993,102099,41,200,2.47
1994,102099,74,132,6.44
1995,102100,85,159,297.07
1996,102100,1,109,172.86
1997,102100,19,102,1037.42
1998,102101,94,37,54.12
1999,102101,32,155,65.53
2000,102102,69,87,533.71
2001,102102,26,158,783.71
2002,102103,25,20,28.08
2003,102106,3,102,950.61
2004,102106,1,36,172.86
2005,102106,85,188,297.07
2006,102106,19,157,1037.42
2007,102108,36,161,145.13
2008,102108,72,59,65.67
2009,102112,39,184,712.6
2010,102112,46,102,839.98
2011,102112,17,48,345.78
2012,102115,88,188,342.14
2013,102116,98,53,2.34
2014,102117,25,71,28.08
2015,102118,94,69,54.12
2016,102121,1,166,172.86
2017,102124,53,154,309.07
2018,102125,28,113,818.18
2019,102126,44,23,133.2
2020,102127,97,40,23.16
2021,102128,22,112,1.94
2022,102129,86,34,17.77
2023,102129,82,177,6.07
2024,102129,16,88,9.18
2025,102130,28,97,818.18
2026,102132,23,152,692.76
2027,102133,7,79,148.67
2028,102134,32,154,65.53
2029,102134,94,188,54.12
2030,102139,35,162,305.47
2031,102148,13,183,16.32
2032,102149,9,199,124.95
2033,102150,25,62,28.08
2034,102153,74,149,6.44
2035,102154,32,110,65.53
2036,102154,94,100,54.12
2037,102155,92,125,378.88
2038,102156,42,175,162.68
2039,102157,32,116,65.53
2040,102158,42,135,162.68
2041,102159,67,20,362.92
2042,102160,35,172,305.47
2043,102161,97,97,23.16
2044,102162,19,76,1037.42
2045,102165,92,25,378.88
2046,102168,39,29,712.6
2047,102168,17,137,345.78
2048,102168,46,111,839.98
2049,102169,17,87,345.78
2050,102171,78,85,741.5
2051,102171,15,96,563.65
2052,102171,87,43,275.47
2053,102172,58,143,157.66
2054,102172,55,64,908.54
2055,102172,57,144,484.53
2056,102172,4,196,564.42
2057,102172,75,199,789.26
2058,102173,6,29,435.29
2059,102175,9,34,124.95
2060,102176,6,131,435.29
