ReturnID,OrderID,CustomerID,ProductID,ReturnedQuantity,Reason,Status,RefundAmount
518,104040,1476,72,8,Color Mismatch,Pending,856
519,104041,724,86,7,Product Condition Not Good,Pending,175
520,104053,1097,38,2,Product Condition Not Good,Rejected,2386
521,104082,376,42,5,Different Product Received,Refunded,1080
522,104082,376,24,2,Product Condition Not Good,Refunded,1734
523,104093,499,56,1,Color Mismatch,Pending,89
524,104093,499,9,5,Product Condition Not Good,Refunded,1010
525,104093,499,33,1,Product Condition Not Good,Approved,147
526,104093,499,86,2,Color Mismatch,Refunded,50
527,104093,499,60,2,Product Condition Not Good,Approved,494
528,104106,1810,63,1,Product Condition Not Good,Approved,7
529,104107,1382,98,4,Changed with Another Product,Approved,12
530,104139,1238,37,2,Different Product Received,Pending,986
531,104159,175,6,9,Color Mismatch,Pending,5679
532,104159,175,24,4,Different Product Received,Refunded,3468
533,104183,1416,84,8,Product Condition Not Good,Refunded,10520
534,104204,340,78,9,Color Mismatch,Pending,10062
535,104204,340,10,3,Color Mismatch,Approved,3006
536,104215,1975,83,1,Different Product Received,Refunded,1206
537,104215,1975,63,5,Color Mismatch,Pending,35
538,104229,1368,15,1,Product Condition Not Good,Approved,731
539,104229,1368,23,1,Product Condition Not Good,Rejected,1060
540,104230,186,38,6,Color Mismatch,Rejected,7158
541,104230,186,48,3,Different Product Received,Pending,1263
542,104230,186,19,2,Different Product Received,Rejected,2854
543,104230,186,5,1,Changed with Another Product,Pending,1329
544,104230,186,71,8,Product Condition Not Good,Rejected,56
545,104243,1314,48,1,Product Condition Not Good,Refunded,421
546,104243,1314,31,8,Changed with Another Product,Refunded,672
547,104243,1314,52,5,Color Mismatch,Refunded,1145
548,104255,107,58,3,Product Condition Not Good,Rejected,741
549,104255,107,64,1,Different Product Received,Refunded,182
550,104255,107,25,4,Different Product Received,Refunded,172
551,104255,107,19,5,Product Condition Not Good,Pending,7135
552,104255,107,67,2,Color Mismatch,Rejected,976
553,104330,620,74,3,Different Product Received,Pending,27
554,104330,620,85,5,Different Product Received,Refunded,2275
555,104336,1087,22,1,Product Condition Not Good,Pending,3
556,104349,1696,75,2,Changed with Another Product,Rejected,2158
557,104374,449,1,3,Product Condition Not Good,Rejected,693
558,104377,1725,36,4,Product Condition Not Good,Refunded,880
559,104377,1725,10,1,Color Mismatch,Refunded,1002
560,104378,1410,10,1,Different Product Received,Refunded,1002
561,104378,1410,19,2,Color Mismatch,Rejected,2854
562,104426,112,94,1,Color Mismatch,Rejected,88
563,104426,112,60,3,Color Mismatch,Approved,741
564,104436,274,40,1,Color Mismatch,Refunded,242
565,104436,274,54,5,Color Mismatch,Pending,3065
566,104463,1015,67,3,Color Mismatch,Rejected,1464
567,104482,683,24,4,Product Condition Not Good,Pending,3468
568,104482,683,10,2,Changed with Another Product,Rejected,2004
569,104482,683,28,8,Color Mismatch,Approved,9368
570,104487,348,98,7,Product Condition Not Good,Refunded,21
571,104505,566,9,4,Changed with Another Product,Approved,808
572,104505,566,84,6,Product Condition Not Good,Refunded,7890
573,104528,1795,46,3,Color Mismatch,Refunded,3231
574,104528,1795,19,3,Product Condition Not Good,Refunded,4281
575,104567,1135,99,5,Changed with Another Product,Pending,6660
576,104573,445,53,8,Product Condition Not Good,Approved,3560
577,104573,445,55,1,Different Product Received,Approved,1324
578,104593,1634,45,7,Different Product Received,Refunded,973
579,104600,1649,77,4,Changed with Another Product,Refunded,3576
580,104620,665,68,3,Color Mismatch,Refunded,2859
581,104620,665,95,6,Product Condition Not Good,Rejected,36
582,104630,792,84,6,Product Condition Not Good,Pending,7890
583,104642,136,15,2,Changed with Another Product,Pending,1462
584,104642,136,30,5,Product Condition Not Good,Approved,6300
585,104675,1195,69,4,Color Mismatch,Rejected,2848
586,104687,563,23,7,Different Product Received,Approved,7420
587,104687,563,97,5,Product Condition Not Good,Approved,175
588,104687,563,16,2,Different Product Received,Pending,28
589,104695,561,88,3,Product Condition Not Good,Rejected,1332
590,104695,561,95,3,Color Mismatch,Rejected,18
591,104695,561,89,7,Color Mismatch,Pending,868
592,104707,1356,29,2,Changed with Another Product,Pending,412
593,104727,1143,4,1,Product Condition Not Good,Approved,873
594,104752,1688,48,2,Different Product Received,Pending,842
595,104752,1688,50,3,Different Product Received,Rejected,1944
596,104757,176,83,1,Color Mismatch,Pending,1206
597,104759,1096,47,8,Different Product Received,Refunded,568
598,104759,1096,89,1,Product Condition Not Good,Rejected,124
599,104777,525,32,9,Product Condition Not Good,Pending,801
600,104780,499,49,5,Color Mismatch,Pending,305
601,104780,499,24,8,Changed with Another Product,Rejected,6936
602,104787,1274,58,6,Different Product Received,Refunded,1482
603,104791,615,73,2,Product Condition Not Good,Approved,2126
604,104791,615,22,9,Product Condition Not Good,Refunded,27
605,104791,615,53,2,Product Condition Not Good,Approved,890
606,104811,813,64,4,Color Mismatch,Rejected,728
607,104823,976,57,1,Different Product Received,Approved,712
608,104823,976,97,6,Color Mismatch,Refunded,210
609,104840,1371,60,5,Changed with Another Product,Refunded,1235
610,104847,511,6,1,Changed with Another Product,Refunded,631
611,104852,5,2,2,Product Condition Not Good,Rejected,1584
612,104854,800,99,3,Product Condition Not Good,Rejected,3996
613,104856,925,34,1,Changed with Another Product,Refunded,88
614,104909,372,61,1,Changed with Another Product,Approved,1213
615,104910,793,68,1,Changed with Another Product,Approved,953
616,104919,379,80,5,Product Condition Not Good,Approved,390
617,104936,1328,84,9,Changed with Another Product,Rejected,11835
618,104936,1328,13,2,Color Mismatch,Approved,42
619,104936,1328,40,1,Changed with Another Product,Rejected,242
620,104936,1328,25,5,Color Mismatch,Refunded,215
621,104936,1328,94,9,Different Product Received,Refunded,792
622,104937,1357,82,1,Different Product Received,Pending,9
623,104981,1739,22,3,Product Condition Not Good,Refunded,9
624,104981,1739,20,1,Different Product Received,Refunded,101
625,104981,1739,41,1,Changed with Another Product,Approved,4
626,105005,848,6,9,Color Mismatch,Rejected,5679
627,105005,848,31,5,Changed with Another Product,Pending,420
628,105005,848,99,2,Changed with Another Product,Rejected,2664
629,105005,848,90,3,Product Condition Not Good,Refunded,12
630,105005,848,39,1,Color Mismatch,Rejected,1180
631,105020,936,32,4,Color Mismatch,Pending,356
632,105020,936,5,2,Color Mismatch,Rejected,2658
633,105031,1249,2,1,Product Condition Not Good,Approved,792
634,105052,1412,30,4,Product Condition Not Good,Rejected,5040
635,105061,1079,20,7,Different Product Received,Refunded,707
636,105061,1079,100,3,Different Product Received,Pending,1074
637,105067,1832,25,1,Changed with Another Product,Refunded,43
638,105067,1832,58,2,Changed with Another Product,Refunded,494
639,105081,384,44,1,Color Mismatch,Pending,168
640,105142,507,55,1,Changed with Another Product,Pending,1324
641,105142,507,6,1,Changed with Another Product,Approved,631
642,105142,507,80,7,Different Product Received,Approved,546
643,105157,505,16,5,Color Mismatch,Rejected,70
644,105180,836,57,2,Changed with Another Product,Refunded,1424
645,105180,836,44,6,Product Condition Not Good,Refunded,1008
646,105188,842,56,4,Different Product Received,Rejected,356
647,105209,608,56,2,Different Product Received,Approved,178
648,105209,608,95,7,Changed with Another Product,Refunded,42
649,105209,608,83,4,Changed with Another Product,Rejected,4824
650,105209,608,36,4,Color Mismatch,Rejected,880
651,105213,56,93,2,Different Product Received,Pending,2428
652,105223,1063,13,8,Changed with Another Product,Refunded,168
653,105235,1747,83,3,Color Mismatch,Refunded,3618
654,105235,1747,14,2,Color Mismatch,Pending,310
655,105235,1747,34,1,Product Condition Not Good,Approved,88
656,105277,786,26,6,Different Product Received,Rejected,7206
657,105277,786,98,8,Different Product Received,Approved,24
658,105314,1760,26,3,Color Mismatch,Pending,3603
659,105318,662,71,2,Color Mismatch,Pending,14
660,105324,1531,24,5,Color Mismatch,Rejected,4335
661,105324,1531,36,1,Different Product Received,Pending,220
662,105324,1531,53,1,Product Condition Not Good,Pending,445
663,105324,1531,76,6,Changed with Another Product,Refunded,840
664,105356,273,37,10,Product Condition Not Good,Approved,4930
665,105394,1211,80,5,Color Mismatch,Rejected,390
666,105414,924,90,2,Product Condition Not Good,Approved,8
667,105414,924,6,2,Color Mismatch,Pending,1262
668,105415,1784,68,2,Color Mismatch,Approved,1906
669,105416,532,16,6,Changed with Another Product,Refunded,84
670,105420,1350,66,4,Product Condition Not Good,Pending,1064
671,105459,1628,93,1,Changed with Another Product,Refunded,1214
672,105461,1804,81,5,Changed with Another Product,Refunded,465
673,105461,1804,54,1,Different Product Received,Pending,613
674,105463,1297,58,1,Different Product Received,Pending,247
675,105463,1297,53,1,Product Condition Not Good,Refunded,445
676,105472,914,80,10,Different Product Received,Refunded,780
677,105472,914,84,1,Product Condition Not Good,Rejected,1315
678,105472,914,81,3,Color Mismatch,Refunded,279
679,105472,914,95,7,Color Mismatch,Rejected,42
680,105486,950,4,2,Changed with Another Product,Refunded,1746
681,105490,1931,41,1,Different Product Received,Refunded,4
682,105495,37,33,1,Product Condition Not Good,Approved,147
683,105495,37,19,2,Different Product Received,Refunded,2854
684,105495,37,76,7,Color Mismatch,Refunded,980
685,105496,742,66,5,Different Product Received,Approved,1330
686,105496,742,21,1,Changed with Another Product,Rejected,232
687,105556,1132,98,1,Color Mismatch,Approved,3
688,105556,1132,65,6,Changed with Another Product,Pending,3912
689,105559,1968,22,4,Different Product Received,Refunded,12
690,105559,1968,27,3,Product Condition Not Good,Refunded,627
691,105559,1968,19,2,Color Mismatch,Approved,2854
692,105570,1185,66,4,Color Mismatch,Approved,1064
693,105584,576,11,1,Product Condition Not Good,Rejected,573
694,105584,576,14,1,Color Mismatch,Refunded,155
695,105584,576,79,2,Product Condition Not Good,Rejected,308
696,105584,576,65,3,Changed with Another Product,Pending,1956
697,105586,793,50,1,Color Mismatch,Approved,648
698,105586,793,63,1,Product Condition Not Good,Refunded,7
699,105592,1400,55,3,Product Condition Not Good,Rejected,3972
700,105635,1395,60,2,Changed with Another Product,Approved,494
701,105635,1395,74,3,Product Condition Not Good,Refunded,27
702,105635,1395,91,5,Color Mismatch,Rejected,15
703,105650,331,82,5,Color Mismatch,Rejected,45
704,105650,331,47,5,Color Mismatch,Rejected,355
705,105683,1240,81,1,Product Condition Not Good,Pending,93
706,105689,1536,1,1,Product Condition Not Good,Pending,231
707,105697,636,87,5,Changed with Another Product,Refunded,2145
708,105704,1431,69,2,Different Product Received,Rejected,1424
709,105704,1431,47,2,Color Mismatch,Pending,142
710,105714,1721,61,1,Product Condition Not Good,Rejected,1213
711,105714,1721,46,1,Different Product Received,Approved,1077
712,105727,1907,87,7,Changed with Another Product,Pending,3003
713,105727,1907,17,8,Color Mismatch,Approved,4104
714,105739,871,8,2,Product Condition Not Good,Pending,398
715,105748,315,22,1,Different Product Received,Rejected,3
716,105748,315,84,2,Product Condition Not Good,Approved,2630
717,105750,49,19,1,Different Product Received,Pending,1427
718,105768,446,21,1,Product Condition Not Good,Refunded,232
719,105768,446,57,4,Product Condition Not Good,Pending,2848
720,105781,1959,30,3,Color Mismatch,Approved,3780
721,105781,1959,8,5,Different Product Received,Rejected,995
722,105781,1959,98,6,Color Mismatch,Pending,18
723,105782,1148,77,2,Different Product Received,Pending,1788
724,105782,1148,87,1,Color Mismatch,Rejected,429
725,105782,1148,100,1,Product Condition Not Good,Refunded,358
726,105782,1148,67,2,Changed with Another Product,Rejected,976
727,105808,985,5,7,Product Condition Not Good,Rejected,9303
728,105810,1908,39,1,Product Condition Not Good,Refunded,1180
729,105810,1908,16,4,Changed with Another Product,Approved,56
730,105810,1908,77,2,Product Condition Not Good,Rejected,1788
731,105810,1908,54,6,Different Product Received,Refunded,3678
732,105830,1537,38,6,Color Mismatch,Pending,7158
733,105830,1537,76,2,Changed with Another Product,Rejected,280
734,105838,1676,77,2,Product Condition Not Good,Pending,1788
735,105845,538,29,7,Color Mismatch,Pending,1442
736,105859,1401,26,1,Changed with Another Product,Approved,1201
737,105859,1401,6,9,Different Product Received,Rejected,5679
738,105859,1401,59,2,Different Product Received,Refunded,190
739,105869,299,68,1,Changed with Another Product,Approved,953
740,105893,1052,80,2,Different Product Received,Approved,156
741,105922,1555,38,1,Color Mismatch,Pending,1193
742,105922,1555,26,5,Color Mismatch,Approved,6005
743,105936,800,94,4,Different Product Received,Pending,352
744,105941,1584,28,4,Changed with Another Product,Refunded,4684
745,105941,1584,89,3,Changed with Another Product,Pending,372
746,105941,1584,63,5,Color Mismatch,Approved,35
747,105945,1401,24,1,Changed with Another Product,Rejected,867
748,105945,1401,34,7,Product Condition Not Good,Approved,616
749,105951,1305,74,1,Changed with Another Product,Refunded,9
750,105951,1305,78,1,Color Mismatch,Pending,1118
751,105951,1305,82,7,Color Mismatch,Pending,63
752,105954,977,61,4,Changed with Another Product,Pending,4852
753,105954,977,89,4,Color Mismatch,Refunded,496
754,105954,977,98,2,Product Condition Not Good,Refunded,6
755,105954,977,56,3,Different Product Received,Pending,267
756,105954,977,73,5,Different Product Received,Rejected,5315
757,105957,1803,52,7,Color Mismatch,Rejected,1603
758,105966,287,9,1,Color Mismatch,Approved,202
759,105966,287,19,1,Changed with Another Product,Approved,1427
760,105966,287,77,4,Product Condition Not Good,Pending,3576
761,105988,1584,59,4,Different Product Received,Pending,380
762,105988,1584,89,2,Different Product Received,Approved,248
763,105988,1584,43,4,Different Product Received,Approved,4848
764,105988,1584,96,3,Different Product Received,Refunded,60
765,105988,1584,70,2,Different Product Received,Pending,2496
766,105996,51,63,1,Different Product Received,Refunded,7
767,105998,949,10,7,Different Product Received,Refunded,7014
768,105998,949,49,2,Changed with Another Product,Refunded,122
769,105998,949,79,5,Different Product Received,Approved,770
770,106023,1140,47,1,Product Condition Not Good,Rejected,71
771,106039,310,46,2,Different Product Received,Pending,2154
772,106039,310,72,3,Color Mismatch,Refunded,321
773,106070,678,69,2,Different Product Received,Approved,1424
774,106106,1100,84,2,Changed with Another Product,Refunded,2630
775,106106,1100,18,3,Changed with Another Product,Refunded,4104
776,106106,1100,28,3,Changed with Another Product,Approved,3513
777,106106,1100,4,4,Changed with Another Product,Pending,3492
778,106111,125,70,1,Different Product Received,Rejected,1248
779,106111,125,59,9,Product Condition Not Good,Pending,855
780,106111,125,32,1,Color Mismatch,Refunded,89
781,106125,864,5,1,Changed with Another Product,Pending,1329
782,106125,864,10,8,Color Mismatch,Pending,8016
783,106125,864,32,2,Product Condition Not Good,Approved,178
784,106137,1168,28,1,Different Product Received,Approved,1171
785,106161,1573,39,1,Color Mismatch,Rejected,1180
786,106170,1995,57,1,Product Condition Not Good,Refunded,712
787,106171,446,22,1,Color Mismatch,Approved,3
788,106171,446,3,7,Product Condition Not Good,Pending,9723
789,106171,446,13,1,Changed with Another Product,Pending,21
790,106213,1024,65,3,Different Product Received,Approved,1956
791,106213,1024,69,3,Color Mismatch,Approved,2136
792,106213,1024,73,3,Changed with Another Product,Pending,3189
793,106240,84,66,4,Different Product Received,Pending,1064
794,106245,427,61,2,Changed with Another Product,Pending,2426
795,106245,427,24,2,Changed with Another Product,Approved,1734
796,106245,427,69,5,Changed with Another Product,Rejected,3560
797,106252,1553,92,1,Color Mismatch,Pending,476
798,106252,1553,65,1,Product Condition Not Good,Refunded,652
799,106264,1704,40,4,Changed with Another Product,Rejected,968
800,106264,1704,29,3,Product Condition Not Good,Refunded,618
801,106264,1704,79,1,Color Mismatch,Pending,154
802,106264,1704,21,3,Color Mismatch,Refunded,696
803,106264,1704,23,2,Product Condition Not Good,Pending,2120
804,106290,1113,67,2,Changed with Another Product,Refunded,976
805,106290,1113,17,4,Color Mismatch,Pending,2052
806,106300,1427,57,9,Changed with Another Product,Rejected,6408
807,106300,1427,88,1,Color Mismatch,Rejected,444
808,106311,610,6,1,Product Condition Not Good,Approved,631
809,106311,610,21,1,Product Condition Not Good,Rejected,232
810,106311,610,74,1,Different Product Received,Refunded,9
811,106311,610,92,2,Different Product Received,Rejected,952
812,106311,610,77,8,Different Product Received,Refunded,7152
813,106312,1698,41,1,Changed with Another Product,Refunded,4
814,106335,1346,13,1,Color Mismatch,Rejected,21
815,106335,1346,71,3,Color Mismatch,Refunded,21
816,106335,1346,52,4,Product Condition Not Good,Refunded,916
817,106362,343,88,6,Product Condition Not Good,Approved,2664
818,106423,1968,24,5,Different Product Received,Refunded,4335
819,106423,1968,22,3,Changed with Another Product,Approved,9
820,106423,1968,2,5,Different Product Received,Pending,3960
821,106423,1968,44,4,Color Mismatch,Pending,672
822,106423,1968,28,1,Changed with Another Product,Approved,1171
823,106430,875,12,2,Different Product Received,Refunded,1460
824,106430,875,17,3,Different Product Received,Refunded,1539
825,106430,875,33,10,Color Mismatch,Approved,1470
826,106430,875,76,1,Color Mismatch,Pending,140
827,106431,1008,52,7,Product Condition Not Good,Approved,1603
828,106431,1008,37,6,Color Mismatch,Pending,2958
829,106431,1008,57,1,Color Mismatch,Rejected,712
830,106453,142,3,2,Different Product Received,Rejected,2778
831,106453,142,38,2,Color Mismatch,Rejected,2386
832,106453,142,27,3,Different Product Received,Refunded,627
833,106472,1321,16,2,Changed with Another Product,Rejected,28
834,106479,697,47,5,Changed with Another Product,Refunded,355
835,106479,697,35,3,Product Condition Not Good,Pending,1218
836,106479,697,58,5,Different Product Received,Approved,1235
837,106498,580,79,1,Color Mismatch,Approved,154
838,106498,580,88,3,Product Condition Not Good,Approved,1332
839,106521,725,6,6,Changed with Another Product,Pending,3786
840,106521,725,49,1,Color Mismatch,Pending,61
841,106523,495,86,2,Changed with Another Product,Refunded,50
842,106533,362,42,2,Changed with Another Product,Rejected,432
843,106556,745,58,3,Color Mismatch,Pending,741
844,106565,1009,87,3,Color Mismatch,Approved,1287
845,106613,212,88,7,Different Product Received,Rejected,3108
846,106637,305,100,3,Product Condition Not Good,Pending,1074
847,106637,305,9,2,Product Condition Not Good,Refunded,404
848,106640,1608,99,2,Different Product Received,Rejected,2664
849,106640,1608,10,3,Different Product Received,Pending,3006
850,106656,818,1,1,Changed with Another Product,Approved,231
851,106656,818,82,4,Different Product Received,Rejected,36
852,106656,818,25,1,Color Mismatch,Approved,43
853,106659,870,87,5,Different Product Received,Rejected,2145
854,106661,753,26,1,Different Product Received,Refunded,1201
855,106661,753,70,1,Color Mismatch,Pending,1248
856,106704,1455,53,3,Product Condition Not Good,Approved,1335
857,106704,1455,44,5,Color Mismatch,Pending,840
858,106719,1243,39,6,Different Product Received,Refunded,7080
859,106736,688,92,6,Different Product Received,Pending,2856
860,106736,688,29,9,Different Product Received,Pending,1854
861,106745,1023,70,1,Color Mismatch,Pending,1248
862,106770,382,42,2,Different Product Received,Rejected,432
863,106780,431,82,2,Changed with Another Product,Refunded,18
864,106818,736,53,2,Different Product Received,Approved,890
865,106818,736,63,2,Different Product Received,Refunded,14
866,106818,736,70,1,Product Condition Not Good,Refunded,1248
867,106841,166,61,2,Changed with Another Product,Refunded,2426
868,106842,958,91,1,Product Condition Not Good,Rejected,3
869,106853,1222,90,6,Color Mismatch,Rejected,24
870,106859,354,36,10,Color Mismatch,Pending,2200
871,106859,354,70,1,Changed with Another Product,Refunded,1248
872,106859,354,99,9,Changed with Another Product,Approved,11988
873,106897,167,50,3,Color Mismatch,Approved,1944
874,106922,330,75,4,Changed with Another Product,Pending,4316
875,106924,873,16,6,Product Condition Not Good,Rejected,84
876,106924,873,5,4,Product Condition Not Good,Approved,5316
877,106924,873,7,8,Changed with Another Product,Refunded,1608
878,106924,873,20,1,Changed with Another Product,Pending,101
879,106941,899,74,7,Different Product Received,Refunded,63
880,106969,1502,82,1,Product Condition Not Good,Refunded,9
881,106969,1502,29,5,Changed with Another Product,Approved,1030
882,106983,1498,12,5,Changed with Another Product,Rejected,3650
883,107019,155,35,3,Changed with Another Product,Pending,1218
884,107019,155,48,3,Color Mismatch,Pending,1263
885,107019,155,73,1,Color Mismatch,Refunded,1063
886,107022,1252,79,1,Product Condition Not Good,Approved,154
887,107022,1252,23,1,Different Product Received,Rejected,1060
888,107027,706,59,4,Different Product Received,Approved,380
889,107027,706,94,2,Different Product Received,Pending,176
890,107032,1599,55,3,Product Condition Not Good,Pending,3972
891,107033,236,39,6,Different Product Received,Refunded,7080
892,107044,1827,74,1,Different Product Received,Approved,9
893,107044,1827,93,1,Different Product Received,Refunded,1214
894,107052,1452,7,8,Color Mismatch,Refunded,1608
895,107054,1609,53,3,Color Mismatch,Refunded,1335
896,107067,1144,62,2,Changed with Another Product,Refunded,742
897,107067,1144,56,2,Color Mismatch,Rejected,178
898,107068,613,98,2,Changed with Another Product,Refunded,6
899,107068,613,65,1,Different Product Received,Refunded,652
900,107068,613,38,3,Color Mismatch,Approved,3579
901,107068,613,86,2,Product Condition Not Good,Rejected,50
902,107076,1681,10,3,Changed with Another Product,Refunded,3006
903,107094,1665,56,5,Different Product Received,Rejected,445
904,107094,1665,7,4,Product Condition Not Good,Approved,804
905,107098,562,9,2,Color Mismatch,Pending,404
906,107195,384,82,8,Product Condition Not Good,Approved,72
907,107211,1343,43,3,Changed with Another Product,Refunded,3636
908,107211,1343,71,1,Product Condition Not Good,Rejected,7
909,107211,1343,53,7,Changed with Another Product,Approved,3115
910,107211,1343,81,3,Product Condition Not Good,Rejected,279
911,107211,1343,70,3,Product Condition Not Good,Refunded,3744
912,107267,1798,68,1,Different Product Received,Refunded,953
913,107270,747,65,1,Different Product Received,Rejected,652
914,107270,747,31,2,Different Product Received,Refunded,168
915,107270,747,56,5,Different Product Received,Refunded,445
916,107270,747,90,6,Changed with Another Product,Approved,24
917,107270,747,92,5,Different Product Received,Refunded,2380
918,107308,1834,2,3,Different Product Received,Pending,2376
919,107308,1834,54,5,Color Mismatch,Refunded,3065
920,107321,1079,89,5,Product Condition Not Good,Pending,620
921,107321,1079,66,3,Color Mismatch,Refunded,798
922,107327,677,60,1,Changed with Another Product,Refunded,247
923,107348,1034,18,3,Changed with Another Product,Pending,4104
924,107348,1034,41,1,Product Condition Not Good,Approved,4
925,107348,1034,11,5,Product Condition Not Good,Pending,2865
926,107348,1034,74,1,Color Mismatch,Refunded,9
927,107358,1847,21,9,Product Condition Not Good,Pending,2088
928,107359,646,16,2,Color Mismatch,Refunded,28
929,107359,646,41,4,Changed with Another Product,Pending,16
930,107359,646,37,2,Changed with Another Product,Approved,986
931,107381,1824,17,2,Different Product Received,Rejected,1026
932,107381,1824,38,8,Color Mismatch,Pending,9544
933,107381,1824,75,3,Different Product Received,Refunded,3237
934,107398,1914,17,4,Color Mismatch,Refunded,2052
935,107398,1914,100,1,Color Mismatch,Refunded,358
936,107398,1914,69,3,Changed with Another Product,Refunded,2136
937,107399,29,19,5,Product Condition Not Good,Refunded,7135
938,107399,29,12,7,Different Product Received,Rejected,5110
939,107399,29,81,1,Changed with Another Product,Pending,93
940,107400,847,97,2,Color Mismatch,Rejected,70
941,107406,987,98,6,Product Condition Not Good,Approved,18
942,107406,987,2,2,Color Mismatch,Pending,1584
943,107406,987,62,5,Color Mismatch,Refunded,1855
944,107427,211,83,4,Changed with Another Product,Rejected,4824
945,107427,211,30,10,Product Condition Not Good,Approved,12600
946,107427,211,42,3,Different Product Received,Refunded,648
947,107447,1720,75,4,Different Product Received,Pending,4316
948,107447,1720,22,2,Different Product Received,Approved,6
949,107472,1741,91,1,Product Condition Not Good,Pending,3
950,107472,1741,92,2,Color Mismatch,Refunded,952
951,107473,1982,41,2,Color Mismatch,Rejected,8
952,107476,29,38,7,Color Mismatch,Pending,8351
953,107476,29,60,1,Different Product Received,Refunded,247
954,107479,1064,100,1,Product Condition Not Good,Refunded,358
955,107479,1064,62,3,Product Condition Not Good,Approved,1113
956,107502,147,14,7,Color Mismatch,Approved,1085
957,107502,147,87,3,Different Product Received,Pending,1287
958,107502,147,79,1,Different Product Received,Approved,154
959,107502,147,16,1,Different Product Received,Pending,14
960,107502,147,36,5,Color Mismatch,Approved,1100
961,107509,132,40,4,Product Condition Not Good,Refunded,968
962,107509,132,96,1,Product Condition Not Good,Refunded,20
963,107510,1942,27,8,Color Mismatch,Pending,1672
964,107513,286,4,4,Changed with Another Product,Refunded,3492
965,107523,616,3,4,Changed with Another Product,Rejected,5556
966,107524,926,54,4,Color Mismatch,Approved,2452
967,107527,1514,77,4,Changed with Another Product,Pending,3576
968,107531,1140,6,1,Changed with Another Product,Pending,631
969,107531,1140,7,2,Product Condition Not Good,Refunded,402
970,107531,1140,9,1,Color Mismatch,Approved,202
971,107531,1140,82,1,Product Condition Not Good,Rejected,9
972,107546,898,70,3,Color Mismatch,Refunded,3744
973,107560,4,91,1,Different Product Received,Pending,3
974,107560,4,86,3,Product Condition Not Good,Rejected,75
975,107568,115,27,2,Changed with Another Product,Rejected,418
976,107582,279,8,6,Different Product Received,Pending,1194
977,107582,279,24,4,Product Condition Not Good,Approved,3468
978,107582,279,67,1,Product Condition Not Good,Pending,488
979,107610,403,51,1,Color Mismatch,Refunded,722
980,107610,403,98,3,Product Condition Not Good,Pending,9
981,107610,403,4,1,Changed with Another Product,Rejected,873
982,107610,403,89,3,Product Condition Not Good,Refunded,372
983,107610,403,10,3,Product Condition Not Good,Pending,3006
984,107634,1721,27,2,Changed with Another Product,Rejected,418
985,107640,45,70,3,Color Mismatch,Refunded,3744
986,107644,1489,89,1,Color Mismatch,Pending,124
987,107644,1489,77,1,Product Condition Not Good,Pending,894
988,107658,1844,100,1,Different Product Received,Pending,358
989,107660,227,51,2,Color Mismatch,Approved,1444
990,107677,1767,64,1,Changed with Another Product,Refunded,182
991,107677,1767,74,1,Changed with Another Product,Approved,9
992,107677,1767,59,1,Product Condition Not Good,Pending,95
993,107677,1767,71,1,Color Mismatch,Approved,7
994,107704,226,40,1,Product Condition Not Good,Rejected,242
995,107704,226,56,1,Different Product Received,Approved,89
996,107708,69,71,5,Different Product Received,Rejected,35
997,107708,69,5,7,Changed with Another Product,Refunded,9303
998,107719,757,1,3,Color Mismatch,Approved,693
999,107727,1878,41,1,Different Product Received,Pending,4
1000,107727,1878,18,4,Different Product Received,Rejected,5472
1001,107740,1682,25,1,Color Mismatch,Pending,43
1002,107759,1917,57,1,Product Condition Not Good,Pending,712
1003,107759,1917,50,1,Color Mismatch,Approved,648
1004,107764,1542,50,2,Color Mismatch,Approved,1296
1005,107767,167,78,4,Color Mismatch,Refunded,4472
1006,107772,1459,50,7,Changed with Another Product,Rejected,4536
1007,107772,1459,30,4,Different Product Received,Rejected,5040
1008,107772,1459,54,7,Product Condition Not Good,Rejected,4291
1009,107782,1572,68,2,Different Product Received,Approved,1906
1010,107783,1429,97,3,Changed with Another Product,Approved,105
1011,107783,1429,54,5,Color Mismatch,Rejected,3065
1012,107783,1429,30,5,Changed with Another Product,Pending,6300
1013,107800,1345,49,7,Color Mismatch,Approved,427
1014,107800,1345,74,5,Product Condition Not Good,Refunded,45
1015,107800,1345,40,2,Changed with Another Product,Rejected,484
1016,107800,1345,34,3,Changed with Another Product,Refunded,264
1017,107809,1909,10,1,Different Product Received,Refunded,1002
1018,107843,228,9,3,Product Condition Not Good,Pending,606
1019,107843,228,11,1,Changed with Another Product,Approved,573
1020,107851,1895,12,2,Different Product Received,Rejected,1460
1021,107851,1895,4,9,Color Mismatch,Pending,7857
1022,107858,774,17,1,Different Product Received,Pending,513
1023,107858,774,95,1,Product Condition Not Good,Approved,6
1024,107871,83,42,1,Different Product Received,Refunded,216
1025,107872,588,82,1,Changed with Another Product,Pending,9
1026,107872,588,13,1,Color Mismatch,Approved,21
1027,107887,1317,61,3,Changed with Another Product,Pending,3639
1028,107901,1746,26,3,Different Product Received,Pending,3603
1029,107914,596,47,4,Changed with Another Product,Rejected,284
1030,107921,1506,33,3,Product Condition Not Good,Refunded,441
1031,107921,1506,18,1,Changed with Another Product,Pending,1368
1032,107929,896,19,3,Color Mismatch,Approved,4281
1033,107946,1774,27,1,Color Mismatch,Rejected,209
